id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
6413,Mille Bornes,1954.0,5.7,5448.0,2.0,6.0,45.0,45.0,8.0,1.26,Card Game;Racing,Hand Management;Partnerships;Take That,Characters: Asterix;Characters: Tintin;Mille Bornes;Pixar Cars,,,,,,
6414,Aliens vs. Predator,1997.0,6.0,6891.0,2.0,3.0,45.0,45.0,12.0,2.23,Card Game;Collectible Components;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;Modular Board;Secret Unit Deployment;Variable Player Powers,Aliens;CCGs (Collectible Card Games),,,,,,
6415,TriviGo,2002.0,,,1.0,1.0,20.0,20.0,,,Educational;Electronic;Memory;Party Game;Real-time,Memory,,,,,,,
6416,Man-Eater!,1976.0,6.1,9495.0,2.0,5.0,30.0,30.0,,1.2,Bluffing;Humor,Roll / Spin and Move;Secret Unit Deployment;Simultaneous Action Selection,,,,,,,
6417,Cats' Mansion,1984.0,4.7,12156.0,2.0,4.0,20.0,20.0,10.0,1.36,Animals;Bluffing,Area Movement;Point to Point Movement;Secret Unit Deployment,Animals: Cats,,,,,,
6418,Energi,1978.0,5.9,,2.0,4.0,60.0,60.0,,2.0,Educational;Industry / Manufacturing;Territory Building,Commodity Speculation,,,,,,,
6419,Stock Market Tycoon,2000.0,4.0,,2.0,8.0,120.0,120.0,8.0,2.5,Economic,Commodity Speculation;Roll / Spin and Move;Stock Holding,,,,,,,
6420,Trampelfanten,2002.0,5.8,,2.0,5.0,10.0,10.0,6.0,,Animals;Children's Game;Dice;Racing,Dice Rolling,Animals: Elephants,,,,,,
6421,Kalle Kängu,2003.0,3.3,,2.0,4.0,20.0,20.0,4.0,,Animals;Children's Game,,Animals: Kangaroos,,,,,,
6422,The Man from U.N.C.L.E. Card Game,1965.0,4.5,,2.0,6.0,20.0,20.0,10.0,1.0,Card Game;Movies / TV / Radio theme,Pattern Building,,,,,,,
6423,Star Wars: Return of the Jedi - The Play-for-Power Card Games,1983.0,4.8,,1.0,4.0,15.0,30.0,7.0,1.5,Card Game;Movies / TV / Radio theme;Science Fiction,Set Collection;Trick-taking,Star Wars,,,,,,
6424,Smellory,1984.0,4.0,,2.0,8.0,45.0,45.0,7.0,1.0,Children's Game;Deduction;Memory;Party Game,Memory,,,,,,,
6425,Zwergenkönig,2002.0,4.8,,2.0,4.0,10.0,10.0,4.0,,Children's Game;Fantasy,Roll / Spin and Move;Set Collection,,,,,,,
6426,Das Steiff-Spiel,2002.0,5.0,,3.0,6.0,30.0,30.0,,,Children's Game,,,,,,,,
6427,Flaschenpost,1996.0,5.7,,2.0,6.0,30.0,30.0,6.0,,Children's Game,,,,,,,,
6428,Trivial Pursuit: All Star Sports Edition,1983.0,4.5,,2.0,6.0,60.0,60.0,12.0,2.33,Expansion for Base-game;Party Game;Trivia,Roll / Spin and Move,Sports Trivia;Trivial Pursuit,,,,,,
6429,Trivial Pursuit: Silver Screen Edition,1983.0,5.2,,2.0,6.0,60.0,60.0,12.0,1.55,Expansion for Base-game;Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,Trivial Pursuit,,,,,,
6430,Zaromba und der verhexte Wald,2002.0,4.3,,3.0,5.0,45.0,45.0,6.0,1.0,Children's Game,,,,,,,,
6431,Die Kürbiskopf-Bande,2002.0,5.9,,2.0,7.0,20.0,20.0,6.0,1.75,Children's Game;Memory,Memory,,,,,,,
6432,Spades,1938.0,6.8,1075.0,4.0,4.0,60.0,60.0,10.0,2.04,Card Game,Auction/Bidding;Partnerships;Trick-taking,Card Games: Outplay Games;Tiledeck;Traditional Card Games,,,,,,
6433,Schwuppdibus,2000.0,6.3,,3.0,4.0,10.0,10.0,5.0,1.0,Children's Game;Transportation,Pick-up and Deliver;Roll / Spin and Move,,,,,,,
6434,You Go To Hell,2002.0,3.8,,3.0,6.0,30.0,30.0,10.0,1.0,Card Game;Humor,,,,,,,,
6435,Birth of a Nation,1982.0,5.7,10252.0,2.0,2.0,120.0,120.0,12.0,3.25,American Revolutionary War,Hex-and-Counter,Magazine: Wargamer,,,,,,
6436,Hell Hath No Fury,1985.0,6.7,6434.0,2.0,2.0,90.0,90.0,12.0,2.7,Ancient;Wargame,Hex-and-Counter,Ancient Rome;Magazine: Wargamer,,,,,,
6437,Napoleon and the Archduke Charles: The Battle of Aspern-Essling,1986.0,6.1,8936.0,2.0,2.0,120.0,120.0,12.0,3.29,Napoleonic;Wargame,Hex-and-Counter,Magazine: Wargamer;Napoleon & the Archduke Charles,,,,,,
6438,Quartier Chaud,1986.0,5.0,,2.0,4.0,45.0,45.0,12.0,,Mafia,,Magazine: Jeux & Stratégie,,,,,,
6439,Glory Road,1986.0,5.4,10623.0,2.0,2.0,120.0,120.0,12.0,2.75,American Civil War;Civil War;Wargame,Hex-and-Counter,Magazine: Wargamer,,,,,,
6440,Duel in the Desert,1986.0,6.2,8792.0,2.0,2.0,90.0,90.0,12.0,2.89,Wargame;World War II,Hex-and-Counter;Secret Unit Deployment,Magazine: Wargamer,,,,,,
6441,Harpoon (1st & 3rd edition),1981.0,6.3,,2.0,2.0,180.0,180.0,12.0,3.98,Aviation / Flight;Modern Warfare;Nautical;Wargame,Dice Rolling;Point to Point Movement;Secret Unit Deployment,Harpoon Series,,,,,,
6442,Clash of Empires: August 1914,1986.0,6.8,6054.0,2.0,3.0,120.0,120.0,12.0,2.5,Wargame;World War I,Hex-and-Counter,Magazine: Wargamer,,,,,,
6443,Favoriten,1989.0,6.4,4675.0,2.0,5.0,60.0,60.0,9.0,1.33,Racing,Betting/Wagering,Sports: Horse Racing,,,,,,
6444,Campaigns of Marlborough,1987.0,6.5,7953.0,2.0,2.0,120.0,120.0,12.0,3.38,Age of Reason;Wargame,Hex-and-Counter,Age of Kings;Magazine: Wargamer,,,,,,
6445,Fallen Eagle,1987.0,5.4,,2.0,2.0,120.0,120.0,12.0,3.25,Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Wargamer,,,,,,
6446,Red Sky Morning,1991.0,6.3,8294.0,2.0,2.0,120.0,120.0,12.0,2.63,Modern Warfare;Nautical;Political;Wargame,Area Movement,Country: Japan;Country: USA,,,,,,
6447,Wahoo!,1991.0,5.9,9926.0,2.0,2.0,180.0,180.0,12.0,2.8,American Civil War;Civil War;Post-Napoleonic;Wargame,Dice Rolling;Hex-and-Counter,,,,,,,
6448,Drive on Frankfurt,1987.0,6.8,7135.0,2.0,2.0,120.0,120.0,12.0,2.7,Modern Warfare;Wargame,Hex-and-Counter,Cities: Frankfurt;Magazine: CounterAttack,,,,,,
6449,Sorry!  Card Game,2002.0,5.3,,2.0,4.0,20.0,20.0,6.0,,Card Game,,Sorry!,,,,,,
6450,Perplexity,1984.0,5.2,,2.0,4.0,30.0,30.0,,1.0,Card Game,Modular Board,,,,,,,
6451,Triad,1986.0,6.0,,2.0,2.0,30.0,30.0,,,Abstract Strategy,Point to Point Movement;Tile Placement,,,,,,,
6452,Stonewall: The Battle of Kernstown March 23 1862,1978.0,6.5,5004.0,2.0,2.0,120.0,120.0,12.0,3.1,American Civil War;Wargame,Hex-and-Counter,Great Battles of the American Civil War;Magazine: Strategy & Tactics,,,,,,
6453,Sleuth,1971.0,6.9,814.0,3.0,7.0,30.0,45.0,10.0,2.47,Card Game;Deduction,Card Drafting;Commodity Speculation;Hand Management;Memory,3M Gamettes;Gryphon Games bookshelf series;Sid Sackson Signature Series,,,,,,
6454,Bug Hunter Sniper!: Sniper! Companion Game #3,1988.0,6.7,5688.0,2.0,3.0,90.0,90.0,12.0,3.2,Science Fiction;Wargame,Hex-and-Counter,Aliens;The Sniper Series,,,,,,
6455,Mermaid Rain,2003.0,6.3,3493.0,3.0,6.0,45.0,45.0,10.0,2.21,Exploration,Hand Management;Set Collection;Tile Placement,Admin: Better Description Needed!,,,,,,
6456,Mystery Rummy: Al Capone and the Chicago Underworld,2003.0,6.9,1543.0,2.0,4.0,20.0,40.0,8.0,1.58,Card Game;Mafia,Set Collection,Admin: Better Description Needed!;Al Capone;Card Games: Draw and Discard Games;Cities: Chicago (Illinois USA);Country: USA;Mystery Rummy,,,,,,
6457,Dragon Quest: Death Palace,,,,2.0,4.0,90.0,90.0,,,Fantasy;Video Game Theme,Area Movement,Dragon Quest,,,,,,
6458,Macross: VF-1 Valkyrie,1984.0,7.0,,2.0,2.0,180.0,180.0,12.0,3.0,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga,,,,,,
6459,Macross: Space Fold,1983.0,6.0,,2.0,2.0,180.0,180.0,12.0,3.0,Movies / TV / Radio theme;Science Fiction;Wargame,Area Movement,Anime & Manga,,,,,,
6460,Super Xevious,1985.0,,,2.0,4.0,60.0,60.0,10.0,,Science Fiction;Video Game Theme,Roll / Spin and Move,,,,,,,
6461,Super Ghouls N Ghosts,1991.0,,,2.0,4.0,90.0,90.0,8.0,,Fantasy;Horror;Video Game Theme,Roll / Spin and Move,Monsters,,,,,,
6462,Ghosts N' Goblins,1989.0,,,2.0,4.0,90.0,90.0,8.0,,Fantasy;Video Game Theme,Roll / Spin and Move,Goblins,,,,,,
6463,Godzilla Electronic Wargame,,1.0,,1.0,2.0,90.0,90.0,10.0,,Electronic;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Kaiju;Monsters,,,,,,
6464,Escape from Elba,1999.0,5.5,11036.0,3.0,6.0,60.0,60.0,10.0,1.68,Fighting;Racing;Word Game,Dice Rolling;Hand Management,,,,,,,
6465,Heavy Metal L-Gaim (MyCom),,,,1.0,2.0,10.0,10.0,8.0,,Electronic;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga,,,,,,
6466,Crazy Climber,1981.0,6.3,,2.0,6.0,30.0,30.0,8.0,2.0,Racing,Hand Management,,,,,,,
6467,Xena: Warrior Princess CCG,1998.0,5.1,11757.0,2.0,3.0,10.0,10.0,10.0,1.0,Card Game;Collectible Components;Fantasy;Movies / TV / Radio theme,Hand Management;Variable Player Powers,ARC System;CCGs (Collectible Card Games),,,,,,
6468,Karambolage,1995.0,6.2,5293.0,2.0,4.0,20.0,30.0,6.0,1.11,Action / Dexterity;Children's Game;Dice,Dice Rolling;Press Your Luck,,,,,,,
6469,Bärenwald,1995.0,5.0,,2.0,2.0,10.0,10.0,6.0,,Children's Game;Dice;Memory,Dice Rolling;Memory,Animals: Bears,,,,,,
6470,Patton Goes to War,1987.0,6.4,7685.0,2.0,2.0,180.0,180.0,12.0,2.91,Wargame;World War II,Hex-and-Counter,Battles for North Africa Series;Magazine: Strategy & Tactics,,,,,,
6471,South Africa,1977.0,4.9,12297.0,2.0,2.0,120.0,120.0,12.0,2.76,Modern Warfare;Wargame,Hex-and-Counter,Country: South Africa;Magazine: Strategy & Tactics;Panzergruppe Guderian System,,,,,,
6472,Tito,1980.0,5.6,10491.0,2.0,2.0,120.0,120.0,12.0,2.65,Wargame;World War II,Area Movement;Simulation,Country: Serbia;Magazine: Strategy & Tactics,,,,,,
6473,NATO Nukes & Nazis,1990.0,7.0,5338.0,2.0,2.0,180.0,180.0,12.0,4.0,Modern Warfare;Wargame,Hex-and-Counter,Alternate History,,,,,,
6474,Scrimmage,1973.0,3.7,12462.0,2.0,2.0,90.0,90.0,10.0,3.18,Sports,Hex-and-Counter,Magazine: Strategy & Tactics;Sports: American Football / Gridiron,,,,,,
6475,Trolley Car,1999.0,5.8,,2.0,6.0,30.0,30.0,8.0,2.0,Card Game;Print & Play;Trains,Betting/Wagering,Shedding Games;Traditional Card Games,,,,,,
6476,Strike Force One,1975.0,4.6,12479.0,2.0,2.0,15.0,15.0,13.0,1.13,Modern Warfare;Wargame,Dice Rolling;Hex-and-Counter,Victory Point Games Battlesson Series,,,,,,
6477,Battle for Basra,1991.0,4.9,11507.0,2.0,2.0,30.0,30.0,10.0,1.54,Modern Warfare;Wargame,Hex-and-Counter,The First Battle Series,,,,,,
6478,Xeno,1988.0,6.5,,2.0,2.0,20.0,20.0,10.0,,Abstract Strategy,,3D Games,,,,,,
6479,Conversation Cards,1784.0,2.0,,2.0,2.0,60.0,60.0,,,Card Game;Party Game,,,,,,,,
6480,American Civil War 1861-1865,1983.0,6.2,8024.0,2.0,2.0,720.0,720.0,12.0,3.33,American Civil War;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6481,October War,1977.0,6.8,4194.0,2.0,2.0,120.0,120.0,12.0,2.88,Modern Warfare;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Strategy & Tactics;Yom Kippur War,,,,,,
6482,Sequence Dice,1999.0,5.3,11242.0,2.0,4.0,20.0,20.0,7.0,1.0,Dice,Dice Rolling;Tile Placement,Sequence,,,,,,
6483,Urusei Yatsura: Tomobiki-cho Kaigui Wars,1985.0,7.3,,2.0,12.0,120.0,120.0,12.0,,Movies / TV / Radio theme;Science Fiction,Point to Point Movement,Anime & Manga,,,,,,
6484,Macross: City Fight,1983.0,6.2,,2.0,2.0,120.0,120.0,12.0,2.0,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga,,,,,,
6485,Urusei Yatsura: Koi wa Utsurigi,1985.0,5.0,,2.0,6.0,60.0,60.0,,3.0,Movies / TV / Radio theme;Science Fiction,Point to Point Movement,Anime & Manga,,,,,,
6486,El Grande: Grandissimo,2000.0,6.9,,2.0,5.0,90.0,90.0,12.0,3.09,Expansion for Base-game;Political;Renaissance;Territory Building,Area Control / Area Influence;Auction/Bidding;Hand Management;Simultaneous Action Selection,El Grande,,,,,,
6487,Monster Maker 3: Nihon Youkai,1989.0,,,2.0,6.0,45.0,45.0,,,Card Game;Fantasy;Mythology,Dice Rolling;Hand Management,Country: Japan;Monster Maker;Monsters,,,,,,
6488,Xabungle: Blue Gale,1982.0,5.7,,2.0,2.0,90.0,90.0,12.0,2.0,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga,,,,,,
6489,Urusei Yatsura: Scramble!,1986.0,6.0,,2.0,2.0,90.0,90.0,,1.0,Science Fiction;Wargame,Hex-and-Counter,Anime & Manga,,,,,,
6490,Monster Maker 5: Sofia's Holy Knights,1989.0,6.4,,2.0,8.0,45.0,45.0,12.0,1.5,Card Game;Dice;Fantasy;Fighting,Card Drafting;Dice Rolling,Monster Maker;Monsters,,,,,,
6491,Monster Maker 4: The Four Elements,1989.0,,,2.0,6.0,45.0,45.0,,,Card Game;Fantasy,,Monster Maker;Monsters,,,,,,
6492,Monster Maker 7: Prophecy,1991.0,6.0,,2.0,8.0,45.0,45.0,,,Card Game;Fantasy,,Monster Maker;Monsters,,,,,,
6493,Monster Maker 6: The 7 Sorcerers ('Spellnames'),1990.0,,,2.0,7.0,45.0,45.0,,,Card Game;Fantasy,Hand Management,Monster Maker;Monsters,,,,,,
6494,Flowers and Tears and Payday,,,,2.0,4.0,45.0,45.0,10.0,,Economic,Roll / Spin and Move,,,,,,,
6495,Transformers Scramble City,1986.0,,,2.0,4.0,45.0,45.0,6.0,,Children's Game;Science Fiction,,Transformers,,,,,,
6496,DiGiCharat's Game of Life,1997.0,4.0,,2.0,6.0,45.0,45.0,,1.0,,Roll / Spin and Move,Game of Life,,,,,,
6497,Tokimeki Memorial 2 Game of Life ('Jinsei Game'),1998.0,5.0,,2.0,6.0,60.0,60.0,,,Video Game Theme,Roll / Spin and Move,,,,,,,
6498,Tower of Druaga,,5.5,,2.0,4.0,45.0,45.0,,,Fantasy;Video Game Theme,Roll / Spin and Move,,,,,,,
6499,Mothra vs. Godzilla,1982.0,7.0,,2.0,2.0,90.0,90.0,10.0,1.5,Science Fiction;Wargame,Hex-and-Counter,Kaiju;Monsters,,,,,,
6500,Xanadu,1987.0,5.5,,2.0,4.0,90.0,90.0,10.0,,Fantasy,Area Movement,,,,,,,
6501,Epoch Wargame Electronics #1: The Battle In the Japan Sea,1983.0,4.0,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War I,Hex-and-Counter,Country: Japan;Epoch Wargame Electronics,,,,,,
6502,Miscellaneous Game Accessory,,6.9,3096.0,,,,,,3.47,,,Admin: Miscellaneous Placeholder,,,,,,
6503,Ra,1981.0,6.6,,2.0,2.0,120.0,120.0,13.0,1.5,Abstract Strategy,,,,,,,,
6504,Banditos,2002.0,5.1,,3.0,4.0,30.0,30.0,12.0,1.5,Card Game,Hand Management,,,,,,,
6505,Wings Over France,1992.0,7.5,5490.0,1.0,1.0,60.0,60.0,10.0,3.22,Aviation / Flight;Wargame;World War I,Action Point Allowance System;Campaign / Battle Card Driven;Hex-and-Counter,Solitaire Games,,,,,,
6506,Stack 21,1997.0,3.2,,2.0,4.0,30.0,30.0,8.0,1.0,Card Game,,,,,,,,
6507,Blood & Iron,1993.0,6.4,5937.0,2.0,2.0,180.0,300.0,,2.53,Post-Napoleonic;Wargame,Dice Rolling;Hex-and-Counter;Simulation,Country: Czech Republic;Magazine: Command,,,,,,
6508,Lion of Ethiopia,1990.0,7.3,4174.0,2.0,2.0,120.0,120.0,12.0,2.36,Wargame,Hex-and-Counter,Country: Ethiopia;Magazine: Command,,,,,,
6509,Operation Grenade,1981.0,6.3,5386.0,2.0,2.0,240.0,240.0,12.0,2.7,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics;Panzergruppe Guderian System;Victory in the West,,,,,,
6510,The Tigers Are Burning,1988.0,6.5,6206.0,2.0,2.0,240.0,240.0,12.0,2.46,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6511,Tsushima,1989.0,6.0,8485.0,2.0,2.0,240.0,240.0,12.0,2.31,Nautical;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6512,Giant,1993.0,4.7,,3.0,6.0,60.0,60.0,10.0,,Action / Dexterity;Card Game;Fantasy,Hand Management;Set Collection;Trading,,,,,,,
6513,The Battle for Cassino: Assaulting the Gustav Line 1944,1978.0,5.2,11738.0,2.0,2.0,240.0,240.0,12.0,3.18,Wargame;World War II,Hex-and-Counter;Simulation,Country: Italy;Magazine: Strategy & Tactics,,,,,,
6514,Pleasant Hill: The Red River Campaign,1986.0,6.5,6102.0,2.0,2.0,300.0,300.0,12.0,3.13,American Civil War;Civil War;Wargame,Hex-and-Counter,Great Battles of the American Civil War;Magazine: Strategy & Tactics,,,,,,
6515,The Italian Campaign: Sicily,1991.0,5.4,10854.0,2.0,2.0,240.0,240.0,12.0,3.43,Wargame;World War II,Hex-and-Counter,Country: Italy;Islands: Sicily;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System,,,,,,
6516,The Italian Campaign: Salerno,1992.0,5.6,10458.0,2.0,2.0,240.0,240.0,12.0,3.33,Wargame;World War II,Hex-and-Counter,Country: Italy;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System,,,,,,
6517,Mare Mediterraneum,1989.0,6.5,6404.0,2.0,6.0,240.0,240.0,12.0,3.0,Civilization;Nautical,Dice Rolling,Cities: Marseille,,,,,,
6518,Vinci,1999.0,7.1,453.0,3.0,6.0,90.0,90.0,14.0,2.78,Ancient;Civilization;Territory Building,Area Control / Area Influence;Area Movement;Variable Player Powers,,,,,,,
6519,Die Weinhändler,2000.0,5.1,11403.0,3.0,6.0,60.0,60.0,10.0,1.75,,Hand Management;Pick-up and Deliver;Point to Point Movement,Cities: Orléans (France);Country: France;Rivers: Loire;Wine Games,,,,,,
6520,The Italian Campaign: Anzio,1992.0,5.5,10780.0,2.0,2.0,240.0,240.0,12.0,3.55,Wargame;World War II,Hex-and-Counter,Country: Italy;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System,,,,,,
6521,Mozaic,2003.0,6.1,,2.0,2.0,35.0,45.0,7.0,2.0,Abstract Strategy,Pattern Building;Tile Placement,,,,,,,
6522,The Italian Campaign: Med War,1993.0,5.3,10910.0,2.0,2.0,360.0,360.0,12.0,3.43,Nautical;Wargame;World War II,Hex-and-Counter,Country: Italy;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System,,,,,,
6523,Donau Front,1989.0,5.8,9470.0,2.0,2.0,300.0,300.0,12.0,2.5,Modern Warfare;Wargame,Hex-and-Counter,Central Front Series;Magazine: Strategy & Tactics;Rivers: Danube,,,,,,
6524,The Indian Mutiny,1988.0,5.4,10961.0,2.0,2.0,300.0,300.0,12.0,2.69,Wargame,Area Movement;Simulation,Magazine: Strategy & Tactics,,,,,,
6525,Korea: The Mobile War,1987.0,5.8,9814.0,2.0,2.0,240.0,240.0,12.0,3.4,Korean War;Wargame,Hex-and-Counter,Country: Korea;Magazine: Strategy & Tactics,,,,,,
6526,Iron Cross,1990.0,5.2,11201.0,2.0,2.0,240.0,240.0,12.0,2.78,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6527,Fortress Stalingrad,1988.0,6.5,7015.0,2.0,2.0,240.0,240.0,12.0,2.43,Wargame;World War II,Hex-and-Counter,Country: Russia;Magazine: Strategy & Tactics,,,,,,
6528,Ruweisat Ridge: The First Battle of El Alamein,1985.0,6.4,7493.0,2.0,2.0,240.0,240.0,12.0,2.63,Wargame;World War II,Hex-and-Counter,Country: Egypt;Magazine: Strategy & Tactics,,,,,,
6529,Soldiers of the Queen: Battles at Isandhlwana and Omdurman,1984.0,6.2,7226.0,2.0,2.0,240.0,240.0,12.0,2.91,Wargame,Hex-and-Counter;Simulation,Magazine: Strategy & Tactics,,,,,,
6530,Take Two,1996.0,5.8,9472.0,2.0,7.0,30.0,30.0,10.0,1.17,Word Game,Card Drafting,,,,,,,
6531,Phantom Rallye,2003.0,4.8,11914.0,2.0,4.0,30.0,30.0,5.0,1.38,Children's Game,Dice Rolling,Ghosts;Ravensburger Spielend Neues Lernen,,,,,,
6532,Disneyland Monorail Game,1960.0,3.5,,2.0,4.0,20.0,20.0,5.0,1.0,Children's Game;Movies / TV / Radio theme;Racing,Roll / Spin and Move,Celebrities: Walt Disney,,,,,,
6533,Mary Poppins Carousel Game,1964.0,3.9,,2.0,4.0,20.0,20.0,5.0,1.0,Children's Game;Movies / TV / Radio theme;Racing,,Celebrities: Walt Disney,,,,,,
6534,Cranium Cosmo,2001.0,5.3,,2.0,2.0,10.0,10.0,13.0,1.75,Educational;Humor;Real-time;Trivia,Paper-and-Pencil,Play Dough/Clay Games,,,,,,
6535,The Whale Game,1985.0,5.3,,2.0,4.0,60.0,60.0,8.0,,Animals;Educational;Environmental;Racing,Roll / Spin and Move,Animals: Whales,,,,,,
6536,Double Cross,1974.0,5.3,,2.0,4.0,10.0,10.0,10.0,,Abstract Strategy,Dice Rolling;Pattern Building;Simultaneous Action Selection,Marble Games;n in a row,,,,,,
6537,Capital Power,1981.0,5.3,,3.0,4.0,180.0,180.0,12.0,,Economic,Stock Holding,,,,,,,
6538,Blitzkrieg '41,1989.0,6.6,6698.0,2.0,2.0,180.0,180.0,12.0,2.58,Wargame;World War II,Hex-and-Counter,Magazine: Command,,,,,,
6539,Gipso,1981.0,6.3,,2.0,4.0,120.0,120.0,8.0,,Puzzle,,,,,,,,
6540,Tablin,1983.0,7.3,,3.0,6.0,180.0,180.0,12.0,1.0,Expansion for Base-game;Exploration;Science Fiction;Travel,Paper-and-Pencil;Secret Unit Deployment;Simulation,,,,,,,
6541,Career Poker,1988.0,6.6,4019.0,4.0,8.0,60.0,60.0,10.0,1.38,Card Game,Trick-taking,Climbing Games,,,,,,
6542,Borodino: Doomed Victory,1990.0,4.2,12351.0,2.0,2.0,240.0,240.0,12.0,3.22,Napoleonic;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6543,Hastings 1066,1987.0,6.4,6456.0,2.0,2.0,300.0,300.0,12.0,2.86,Medieval;Wargame,Hex-and-Counter,Cities: Hastings;Magazine: Strategy & Tactics,,,,,,
6544,13: The Colonies in Revolt,1985.0,5.7,9542.0,2.0,2.0,360.0,360.0,12.0,3.6,Age of Reason;American Indian Wars;American Revolutionary War;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6545,Thunder at Luetzen,1985.0,5.8,9601.0,2.0,2.0,240.0,240.0,12.0,2.86,Napoleonic;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics,,,,,,
6546,Warsaw Rising: Revolt of the Polish Underground 1944,1986.0,6.0,9083.0,2.0,2.0,300.0,300.0,12.0,3.25,Wargame;World War II,Hex-and-Counter,Cities: Warsaw;Country: Poland;Magazine: Strategy & Tactics,,,,,,
6547,Epoch Wargame Electronics #2: Battle of the Bulge,1983.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics;World War 2: Battle of the Bulge,,,,,,
6548,Epoch Wargame Electronics #3: The Battle of Sekigahara,1983.0,6.3,,2.0,2.0,30.0,30.0,10.0,3.0,Electronic;Wargame,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6549,Epoch Wargame Electronics #4: The Battle of Britain,1983.0,,,2.0,2.0,30.0,30.0,10.0,,Aviation / Flight;Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6550,Epoch Wargame Electronics #5: The Battle of Kawanakajima,1983.0,5.0,,2.0,2.0,30.0,30.0,10.0,,Electronic;Medieval;Wargame,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6551,Epoch Wargame Electronics #6: D-Day,1983.0,6.0,,2.0,2.0,30.0,30.0,10.0,2.0,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6552,Putsch,1998.0,5.5,10392.0,3.0,6.0,120.0,120.0,16.0,3.29,Political,Variable Player Powers,,,,,,,
6553,Epoch Wargame Electronics #7: The Siege of Osaka in the Summer,1983.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War II,Hex-and-Counter,Cities: Osaka (Japan);Country: Japan;Epoch Wargame Electronics,,,,,,
6554,Epoch Wargame Electronics #8: Battle of the Midway,1983.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6555,Epoch Wargame Electronics #9: Battle of Nagashino,1984.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6556,Epoch Wargame Electronics #10: Battle of Pearl Harbor,1984.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6557,Epoch Wargame Electronics #11: Battle of Dannoura,1984.0,5.0,,2.0,2.0,30.0,30.0,10.0,,Electronic;Medieval;Wargame,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6558,Epoch Wargame Electronics #12: Afrika Korps,1984.0,,,2.0,2.0,30.0,30.0,10.0,,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics,,,,,,
6559,Tet '68,1992.0,6.3,7955.0,2.0,2.0,180.0,180.0,12.0,3.0,Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Command,,,,,,
6560,Cortes: Conquest of the Aztec Empire,1993.0,6.4,5748.0,2.0,2.0,180.0,180.0,12.0,2.56,Renaissance;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Command,,,,,,
6561,Shogun Triumphant,1993.0,6.6,5765.0,2.0,2.0,180.0,180.0,12.0,2.89,Wargame,Hex-and-Counter,Country: Japan;Magazine: Command,,,,,,
6562,Antietam: Burnished Rows of Steel,1993.0,6.6,,1.0,2.0,240.0,240.0,12.0,2.56,American Civil War;Civil War;Wargame,Hex-and-Counter,Magazine: Command,,,,,,
