id,name,year,rating,rank,min_players,max_players,min_gameplay_time,max_gameplay_time,min_age,complexity_weight,category,mechanisms,type,BGG_link,store_names,store_prices,links_to_buy,availability,international_store
6256,Black Sea Black Death,1982.0,7.2,6123.0,2.0,4.0,360.0,360.0,12.0,3.91,Wargame;World War II,Hex-and-Counter,Black Sea * Black Death,,,,,,
6257,P.E.G.S. (The Parker Electronic Game System),1978.0,5.4,,2.0,2.0,20.0,20.0,7.0,1.0,Abstract Strategy;Electronic;Game System,,,,,,,,
6258,El Grande: König & Intrigant - Player's Edition,1998.0,7.3,,2.0,5.0,120.0,120.0,12.0,2.77,Expansion for Base-game;Political;Renaissance,Area Control / Area Influence;Auction/Bidding;Hand Management;Simultaneous Action Selection,El Grande,,,,,,
6259,Guadalcanal,1966.0,5.8,8308.0,2.0,2.0,360.0,360.0,12.0,2.47,Memory;Wargame;World War II,Hex-and-Counter;Memory;Secret Unit Deployment,Country: Solomon Islands,,,,,,
6260,Ultragammon,1984.0,6.0,,2.0,2.0,30.0,30.0,8.0,,Abstract Strategy,Dice Rolling;Tile Placement,Gammon,,,,,,
6261,Bakerstreet,2003.0,5.6,9759.0,2.0,2.0,30.0,30.0,10.0,1.76,Bluffing;Card Game;Memory;Murder/Mystery,Betting/Wagering;Memory;Set Collection,Characters: Sherlock Holmes;Country: England;Ravensburger Fun For 2 Series,,,,,,
6262,Monopoly: Pokémon,1995.0,5.4,12273.0,2.0,6.0,120.0,120.0,8.0,2.07,Children's Game;Economic;Fantasy;Movies / TV / Radio theme;Negotiation;Video Game Theme,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Anime & Manga;Monopoly;Pokémon,,,,,,
6263,Monopoly: Star Trek Limited Edition,2000.0,5.2,11453.0,2.0,8.0,120.0,120.0,8.0,2.33,Economic;Movies / TV / Radio theme;Negotiation;Science Fiction,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly;Star Trek,,,,,,
6264,Illuminati: Y2K,1999.0,7.0,,2.0,6.0,60.0,60.0,12.0,2.55,Card Game;Expansion for Base-game;Negotiation;Political,Card Drafting;Dice Rolling;Route/Network Building;Tile Placement;Variable Player Powers,Illuminati,,,,,,
6265,Celebrity Trivia,,3.5,,,,60.0,60.0,,,Trivia,Dice Rolling,,,,,,,
6266,Pocket Whoozit?- History & Politics,1985.0,,,1.0,9.0,10.0,10.0,10.0,,Political;Trivia,,,,,,,,
6267,Golden Trivia Game: Star Trek Edition,1985.0,5.7,,2.0,2.0,60.0,60.0,10.0,2.33,Card Game;Movies / TV / Radio theme;Science Fiction;Trivia,Dice Rolling,Golden Trivia Games;Star Trek,,,,,,
6268,Home Sports Trivia: Texas Rangers Edition,1985.0,,,2.0,2.0,60.0,60.0,10.0,,Sports;Trivia,Dice Rolling,Sports Trivia;Sports: Baseball,,,,,,
6269,Catechic,1991.0,4.7,,2.0,4.0,60.0,60.0,10.0,3.5,Religious;Trivia,Point to Point Movement,,,,,,,
6270,The Game of Catholic Trivia,1985.0,5.0,,2.0,12.0,60.0,60.0,8.0,,Religious;Trivia,Pattern Building,,,,,,,
6271,The Wild Rumpus,1999.0,2.3,,2.0,6.0,30.0,30.0,5.0,,Card Game;Children's Game,Set Collection,,,,,,,
6272,Mammoth Hunters,2003.0,6.1,2591.0,3.0,5.0,90.0,90.0,10.0,2.35,Prehistoric,Area Control / Area Influence,Admin: Better Description Needed!;Alea Big Box;Animals: Mammoths;Sports: Hunting,,,,,,
6273,Matanikau,1993.0,6.6,5413.0,2.0,2.0,360.0,360.0,15.0,3.38,Wargame;World War II,Hex-and-Counter,Tactical Combat Series,,,,,,
6274,Edelweiss,1989.0,7.2,5466.0,2.0,2.0,360.0,360.0,12.0,4.56,Wargame;World War II,Hex-and-Counter,Winter Storm Campaign Series,,,,,,
6275,Parts Unknown,1999.0,5.9,5876.0,4.0,10.0,90.0,90.0,10.0,1.9,Economic;Horror,Commodity Speculation;Roll / Spin and Move,,,,,,,
6276,Orchard,1986.0,6.4,2665.0,2.0,8.0,10.0,10.0,3.0,1.05,Children's Game;Dice,Co-operative Play;Dice Rolling,Animals: Crows;Food / Cooking;HABA Obstgarten (Orchard) series,,,,,,
6277,Frühling Sommer Herbst und Winter,1996.0,5.9,,2.0,4.0,20.0,20.0,4.0,,Children's Game;Dice;Environmental,Dice Rolling,Admin: Better Description Needed!,,,,,,
6278,Oh Really!,2003.0,6.5,3723.0,3.0,8.0,20.0,20.0,12.0,1.24,Party Game,Partnerships;Voting,,,,,,,
6279,We the People Expansion Card Set,1995.0,7.1,,2.0,2.0,120.0,120.0,,2.38,Age of Reason;American Revolutionary War;Expansion for Base-game;Wargame,Campaign / Battle Card Driven;Point to Point Movement,Country: USA,,,,,,
6280,Mustangs Expansion Module,1994.0,6.7,,2.0,6.0,60.0,60.0,,2.4,Expansion for Base-game;Wargame;World War II,Simultaneous Action Selection,,,,,,,
6281,Electronic Whac-a-Mole,1999.0,4.5,12268.0,1.0,2.0,10.0,10.0,4.0,1.0,Action / Dexterity;Children's Game;Electronic;Video Game Theme,Pattern Recognition,Animals: Moles;Whac-a-Mole,,,,,,
6282,Electronic Detective,1979.0,6.1,7828.0,1.0,4.0,45.0,45.0,10.0,2.0,Deduction;Electronic;Murder/Mystery,,,,,,,,
6283,Chancellorsville (second edition),1974.0,6.0,7972.0,2.0,2.0,90.0,90.0,12.0,2.47,American Civil War;Civil War;Wargame,Hex-and-Counter,,,,,,,
6284,D-Day,1991.0,5.7,9056.0,2.0,2.0,60.0,60.0,12.0,2.35,Wargame;World War II,Hex-and-Counter,Smithsonian Institute Series,,,,,,
6285,Protzen,2000.0,4.1,,2.0,6.0,30.0,30.0,8.0,2.0,Card Game,Set Collection,,,,,,,
6286,Take Five,1969.0,7.3,,2.0,6.0,30.0,30.0,,,Abstract Strategy,,,,,,,,
6287,Edel Stein & Reich,2003.0,6.9,955.0,3.0,5.0,60.0,60.0,9.0,2.08,Bluffing;Card Game;Negotiation,Set Collection;Simultaneous Action Selection,Alea Small Box,,,,,,
6288,Coloretto,2003.0,7.0,411.0,2.0,5.0,30.0,30.0,8.0,1.29,Animals;Card Game,Card Drafting;Set Collection,Animals: Chameleons;Coloretto Series,,,,,,
6289,Imajica,1997.0,5.6,,2.0,2.0,20.0,20.0,12.0,3.0,Card Game;Collectible Components,,CCGs (Collectible Card Games),,,,,,
6290,Polterdice,2003.0,4.6,12431.0,2.0,5.0,60.0,60.0,10.0,1.36,Dice,Betting/Wagering;Dice Rolling;Modular Board,Ghosts,,,,,,
6291,On Tour,1987.0,5.3,,2.0,6.0,60.0,60.0,10.0,,Humor;Music,Roll / Spin and Move;Set Collection,,,,,,,
6292,Star Trek: The Enterprise^4 Encounter,1985.0,5.9,9361.0,2.0,4.0,60.0,60.0,10.0,2.2,Movies / TV / Radio theme;Science Fiction,Set Collection,Star Trek,,,,,,
6293,Grid Word,1981.0,5.5,,2.0,2.0,30.0,30.0,,1.0,Word Game,Tile Placement,,,,,,,
6294,Battle of the Sexes Card Game,2001.0,3.4,12610.0,2.0,12.0,30.0,30.0,12.0,1.1,Card Game;Party Game,,Battle of the Sexes,,,,,,
6295,Bombs Away,1995.0,5.4,10447.0,2.0,2.0,45.0,45.0,10.0,2.0,Card Game;Wargame;World War II,Card Drafting,Gamefix / Competitive Edge,,,,,,
6296,Field of Fire,2002.0,,,2.0,2.0,,,12.0,,Miniatures;Wargame;World War II,,,,,,,,
6297,Chutes Away!!!!!,1977.0,5.2,10566.0,2.0,4.0,20.0,20.0,4.0,1.25,Action / Dexterity;Aviation / Flight;Children's Game,,,,,,,,
6298,Maelstrom,2001.0,6.6,3085.0,2.0,4.0,60.0,60.0,12.0,2.59,Collectible Components;Fantasy,Action Point Allowance System;Hand Management;Modular Board;Tile Placement,CTGs (Collectible Token Games),,,,,,
6299,Movie Moguls,1971.0,5.0,,2.0,6.0,60.0,60.0,,2.0,Economic;Movies / TV / Radio theme,Roll / Spin and Move;Set Collection,,,,,,,
6300,Cheers,1987.0,4.1,,2.0,6.0,45.0,45.0,10.0,2.0,Movies / TV / Radio theme;Trivia,Roll / Spin and Move,,,,,,,
6301,Landyland,1998.0,4.7,11525.0,3.0,6.0,30.0,30.0,10.0,3.5,Abstract Strategy;Card Game;Fantasy;Humor,,,,,,,,
6302,Richelieu,2003.0,6.6,1605.0,2.0,2.0,45.0,45.0,12.0,1.92,Card Game,Card Drafting;Set Collection,Admin: Better Description Needed!;Ravensburger Fun For 2 Series,,,,,,
6303,Snap Judgment,1985.0,4.7,,3.0,6.0,60.0,60.0,,3.0,Bluffing;Humor;Memory;Party Game,Memory;Roll / Spin and Move;Storytelling,,,,,,,
6304,America's Cup,2003.0,5.9,,2.0,6.0,60.0,60.0,13.0,3.0,Nautical;Racing,Hand Management,Sports: Sailing,,,,,,
6305,United Nations,1982.0,5.1,11187.0,2.0,4.0,60.0,60.0,7.0,2.17,Abstract Strategy;Negotiation,Area Movement,,,,,,,
6306,Mattix,1968.0,5.7,,2.0,2.0,20.0,20.0,7.0,2.0,Abstract Strategy,,,,,,,,
6307,Kings & Things,1986.0,6.6,1469.0,2.0,4.0,120.0,120.0,12.0,2.66,Bluffing;Exploration;Fantasy;Territory Building;Wargame,Area Control / Area Influence;Area Movement;Modular Board;Secret Unit Deployment,Admin: Better Description Needed!,,,,,,
6308,The Graingrowin' Game,1982.0,5.8,,2.0,4.0,90.0,90.0,10.0,3.0,Farming;Humor,Simulation,,,,,,,
6309,Apples to Apples: Expansion Set #3,2001.0,6.7,,3.0,3.0,30.0,30.0,12.0,1.06,Card Game;Expansion for Base-game;Party Game,,Apples to Apples,,,,,,
6310,Apples to Apples: Expansion Set #4,2002.0,6.4,,3.0,8.0,30.0,30.0,12.0,1.27,Card Game;Expansion for Base-game;Party Game,,Apples to Apples,,,,,,
6311,Swag,2002.0,6.2,,2.0,6.0,45.0,45.0,10.0,1.5,Humor;Negotiation,Modular Board;Roll / Spin and Move,,,,,,,
6312,Marvel Trivia Game,2001.0,4.9,11504.0,2.0,6.0,60.0,60.0,8.0,1.33,Comic Book / Strip;Trivia,,Comics: Marvel Universe;Superheroes,,,,,,
6313,Yaddy-Yadda,2002.0,4.5,,2.0,6.0,20.0,20.0,12.0,,Action / Dexterity;Word Game,,,,,,,,
6314,Turning the Tables,1990.0,6.0,,2.0,6.0,60.0,60.0,,,Memory;Party Game,Memory,,,,,,,
6315,Kipp,1982.0,3.0,,2.0,2.0,10.0,10.0,,,Abstract Strategy,,,,,,,,
6316,Apples to Apples: Expansion Set #1,1999.0,6.4,,4.0,10.0,30.0,30.0,12.0,1.21,Card Game;Expansion for Base-game;Party Game,,Apples to Apples,,,,,,
6317,Adultrivia,1984.0,3.4,,2.0,6.0,60.0,60.0,17.0,1.33,Mature / Adult;Trivia,,,,,,,,
6318,Tile Chess,1999.0,5.9,5549.0,2.0,6.0,90.0,90.0,12.0,2.67,Abstract Strategy,Grid Movement,Chess Games,,,,,,
6319,Trivial Pursuit: Warner Bros. All Family Edition,1999.0,5.3,10905.0,2.0,6.0,60.0,60.0,8.0,1.75,Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,Cartoons: Warner Bros.;Trivial Pursuit,,,,,,
6320,The Best of Dragon Magazine Games,1990.0,6.2,,2.0,6.0,60.0,60.0,10.0,2.2,Bluffing;Fantasy;Humor;Racing;Sports,Paper-and-Pencil;Roll / Spin and Move,Magazine: Dragon;Sports: Boxing;Sports: Combat Sports / Martial Arts,,,,,,
6321,Borderlands Expansion Set #1,1982.0,7.3,,2.0,5.0,10.0,10.0,12.0,1.0,Expansion for Base-game;Negotiation;Territory Building,,,,,,,,
6322,Borderlands Expansion Set #2,1983.0,6.4,,2.0,6.0,90.0,90.0,12.0,,Expansion for Base-game;Negotiation,,,,,,,,
6323,Archegona,2002.0,7.0,,2.0,6.0,60.0,60.0,,,Ancient;Dice;Educational;Memory;Number,Area Movement;Dice Rolling;Memory,,,,,,,
6324,The Con Game,1989.0,6.2,,2.0,6.0,60.0,60.0,,2.33,Humor;Negotiation,,,,,,,,
6325,Waving Hands,1977.0,7.3,6074.0,2.0,10.0,30.0,30.0,8.0,2.78,Fantasy,Action / Movement Programming;Paper-and-Pencil;Simultaneous Action Selection,,,,,,,
6326,Star Reporter,1937.0,6.0,,2.0,6.0,60.0,60.0,8.0,2.0,,Roll / Spin and Move,,,,,,,
6327,Kampf um Rom,1995.0,5.5,,3.0,4.0,180.0,180.0,16.0,3.2,Ancient;Civilization;Medieval;Wargame,Area Control / Area Influence;Area Movement,Ancient Rome,,,,,,
6328,Cabinet Minister,1983.0,3.0,,2.0,4.0,60.0,60.0,12.0,2.0,Abstract Strategy;Humor;Political,Area Movement;Simultaneous Action Selection,,,,,,,
6329,The Syndicate,1986.0,5.4,,2.0,4.0,60.0,60.0,10.0,2.0,Abstract Strategy;Mafia,Roll / Spin and Move,,,,,,,
6330,Brute Force: The War in the West 1940-1945,2003.0,6.7,6105.0,2.0,6.0,360.0,360.0,12.0,3.43,Wargame;World War II,Hex-and-Counter,Struggle for Europe,,,,,,
6331,Das UNO Spiel,1971.0,5.7,,4.0,4.0,90.0,90.0,12.0,,Economic,Roll / Spin and Move,,,,,,,
6332,The Kids of Catan,2003.0,5.3,12319.0,2.0,4.0,20.0,20.0,4.0,1.06,Children's Game,Dice Rolling;Roll / Spin and Move,Catan,,,,,,
6333,Paris Paris,2003.0,6.2,2304.0,2.0,4.0,45.0,45.0,9.0,1.98,Transportation;Travel,Area Control / Area Influence;Route/Network Building,Admin: Better Description Needed!;Cities: Paris (France);Country: France,,,,,,
6334,Victory in the West,1993.0,7.0,4332.0,2.0,2.0,360.0,360.0,14.0,3.6,Wargame;World War II,Hex-and-Counter,,,,,,,
6335,A Winter War,1992.0,7.1,4524.0,2.0,2.0,360.0,360.0,12.0,3.52,Wargame;World War II,Dice Rolling;Hex-and-Counter,Country: Finland;Europa Series,,,,,,
6336,Aachen,1983.0,6.5,7786.0,2.0,2.0,360.0,360.0,12.0,3.57,Wargame;World War II,Hex-and-Counter;Simulation,Black Sea * Black Death;Cities: Aachen,,,,,,
6337,Balkan Front,1990.0,7.1,3861.0,2.0,3.0,120.0,120.0,12.0,3.86,Wargame;World War II,Hex-and-Counter,Country: Croatia;Country: Greece;Country: Serbia;Europa Series,,,,,,
6338,The El Grande Expansions,2000.0,7.4,,2.0,5.0,90.0,90.0,12.0,3.09,Expansion for Base-game;Political;Renaissance,Area Control / Area Influence;Auction/Bidding;Hand Management;Simultaneous Action Selection,El Grande,,,,,,
6339,Bloody 110,1989.0,7.0,5932.0,2.0,2.0,360.0,360.0,12.0,4.0,Wargame;World War II,Hex-and-Counter,Tactical Combat Series;World War 2: Battle of the Bulge,,,,,,
6340,Britain Stands Alone,1994.0,6.6,5037.0,2.0,2.0,360.0,360.0,12.0,3.17,Wargame;World War II,Hex-and-Counter,,,,,,,
6341,Pot Black Snooker Dice,1980.0,5.1,,2.0,2.0,20.0,20.0,10.0,1.0,Dice;Sports,Dice Rolling;Simulation,Sports: Billiards / Snooker / Pool,,,,,,
6342,The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,1994.0,7.2,2482.0,2.0,2.0,360.0,360.0,12.0,3.55,Ancient;Civil War;Wargame,Dice Rolling;Hex-and-Counter,Ancient Rome;Great Battles of History,,,,,,
6343,Campaign to Stalingrad,1992.0,6.8,5685.0,2.0,2.0,360.0,360.0,12.0,3.25,Wargame;World War II,Hex-and-Counter,Country: Russia,,,,,,
6344,Command Decision,1986.0,6.3,6754.0,2.0,2.0,360.0,360.0,12.0,3.55,Miniatures;Wargame;World War II,,,,,,,,
6345,Wordrop,2002.0,5.6,10094.0,2.0,4.0,30.0,30.0,8.0,1.6,Word Game,Tile Placement,,,,,,,
6346,Steam Tunnel,2003.0,5.6,9570.0,2.0,5.0,30.0,30.0,10.0,1.56,Abstract Strategy,Modular Board,Hip Pocket Games,,,,,,
6347,Word Madness,1991.0,5.7,,2.0,6.0,30.0,30.0,10.0,,Card Game;Word Game,,,,,,,,
6348,Trivial Pursuit: Walt Disney Family Edition Card Set,1985.0,5.4,11221.0,2.0,6.0,90.0,90.0,8.0,2.0,Children's Game;Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,Celebrities: Walt Disney;Trivial Pursuit,,,,,,
6349,Russian Campaign II,1986.0,7.2,6062.0,2.0,2.0,90.0,90.0,,3.0,Wargame;World War II,Hex-and-Counter,Country: Russia,,,,,,
6350,Quick Wit,1987.0,5.1,11300.0,2.0,12.0,45.0,45.0,12.0,1.75,Party Game;Trivia;Word Game,,,,,,,,
6351,The Beat Inflation Strategy Game,1975.0,3.4,,2.0,4.0,90.0,90.0,12.0,1.5,Economic,Roll / Spin and Move,,,,,,,
6352,Royalty,1959.0,6.3,8097.0,1.0,6.0,10.0,10.0,6.0,1.8,Card Game;Word Game,Hand Management;Partnerships;Set Collection,,,,,,,
6353,Mystic Skull: The Game of Voodoo,1964.0,6.6,,2.0,4.0,30.0,30.0,,1.0,Children's Game;Horror,Action Point Allowance System;Hand Management;Point to Point Movement,,,,,,,
6354,Outside the Scope of BGG,,6.7,2048.0,,,,,,1.62,Expansion for Base-game,,Admin: Miscellaneous Placeholder,,,,,,
6355,Screw the Workers,2001.0,6.2,,2.0,5.0,90.0,90.0,12.0,2.0,Card Game;Economic;Humor;Industry / Manufacturing;Negotiation,Co-operative Play;Commodity Speculation;Stock Holding;Trading,,,,,,,
6356,Rockit to Number 1,2002.0,4.9,,2.0,8.0,40.0,40.0,,,Music;Trivia,Point to Point Movement;Voting,Music styles: Rock,,,,,,
6357,The Wonderful World of Music Game,2002.0,5.4,,2.0,12.0,20.0,20.0,6.0,1.0,Children's Game;Electronic;Memory;Movies / TV / Radio theme;Music;Party Game,Memory,Celebrities: Walt Disney;Music Making & Makers;The Wonderful World,,,,,,
6358,Kardinal,2000.0,6.7,4580.0,2.0,4.0,20.0,20.0,10.0,2.2,Abstract Strategy,Tile Placement,,,,,,,
6359,Disney GuessWords Game,2001.0,4.9,,4.0,12.0,20.0,20.0,8.0,1.0,Children's Game;Movies / TV / Radio theme;Party Game;Trivia;Word Game,Co-operative Play,Celebrities: Walt Disney,,,,,,
6360,Quest,1978.0,5.0,,2.0,6.0,45.0,45.0,,1.5,Fantasy;Medieval,Area Movement,,,,,,,
6361,Punch Line,1978.0,6.3,,2.0,4.0,30.0,30.0,8.0,2.0,Humor;Word Game,,,,,,,,
6362,Smerge,1994.0,7.0,,2.0,4.0,20.0,20.0,6.0,,Card Game;Children's Game;Educational;Memory;Word Game,Memory,,,,,,,
6363,Azuma,1992.0,6.0,8645.0,3.0,6.0,30.0,30.0,8.0,1.0,Action / Dexterity;Real-time,,,,,,,,
6364,Wit / Farkel Double Game Pack,2000.0,,,2.0,4.0,45.0,45.0,,,Card Game;Word Game,,,,,,,,
6365,The Wonderful World of Disney Trivia Game,1997.0,5.1,12032.0,2.0,6.0,45.0,45.0,6.0,1.53,Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,Celebrities: Walt Disney;The Wonderful World,,,,,,
6366,Gunsmoke,1958.0,7.0,,2.0,4.0,30.0,30.0,7.0,1.0,American West;Movies / TV / Radio theme,,,,,,,,
6367,Clue II  VCR Mystery Game,1987.0,6.0,8251.0,2.0,6.0,60.0,60.0,13.0,2.3,Deduction;Memory;Party Game,Memory,Cluedo;VCR Board Games,,,,,,
6368,Minuteman: The Second American Revolution,1976.0,5.8,9598.0,2.0,4.0,90.0,90.0,12.0,3.5,Civil War;Wargame,Hex-and-Counter,,,,,,,
6369,Up Front,1983.0,7.8,259.0,2.0,3.0,60.0,60.0,12.0,3.39,Card Game;Wargame;World War II,Campaign / Battle Card Driven;Hand Management;Simulation;Variable Player Powers,Crowdfunding: Kickstarter;Up Front Series,,,,,,
6370,Descent on Crete,1978.0,6.0,9305.0,2.0,2.0,240.0,240.0,14.0,3.8,Wargame;World War II,Hex-and-Counter;Simulation,Country: Greece;Islands: Crete,,,,,,
6371,RohSzamBo,2000.0,4.3,,2.0,2.0,10.0,10.0,7.0,,Abstract Strategy,Point to Point Movement;Rock-Paper-Scissors,,,,,,,
6372,Frigate,1974.0,5.8,9267.0,2.0,2.0,120.0,120.0,12.0,3.13,Napoleonic;Nautical;Wargame,Hex-and-Counter;Modular Board;Simultaneous Action Selection,,,,,,,
6373,Canadian Civil War,1977.0,5.5,10309.0,4.0,4.0,120.0,120.0,12.0,3.0,Civil War;Political,,Country: Canada,,,,,,
6374,The Flight of the Goeben,1970.0,7.3,6511.0,2.0,2.0,90.0,90.0,12.0,3.0,Nautical;Wargame;World War I,Hex-and-Counter;Secret Unit Deployment,Magazine: Strategy & Tactics,,,,,,
6375,Apples to Apples: Expansion Set #2,2000.0,6.6,,4.0,10.0,30.0,30.0,12.0,1.16,Card Game;Expansion for Base-game;Party Game,,Apples to Apples,,,,,,
6376,REACT-OR,1979.0,,,2.0,4.0,45.0,45.0,,,Environmental,Dice Rolling;Roll / Spin and Move;Simulation,,,,,,,
6377,10 Days in Europe,2002.0,6.6,1329.0,2.0,4.0,30.0,30.0,10.0,1.36,Aviation / Flight;Educational;Exploration;Travel,Hand Management;Route/Network Building,10 Days in...,,,,,,
6378,WorldWide Cruise Line's Caribbean Cruise Board Game,2002.0,1.0,,2.0,10.0,180.0,180.0,5.0,,Adventure;Children's Game;Educational;Exploration;Nautical;Travel,Roll / Spin and Move,,,,,,,
6379,Mordred,1999.0,6.2,2976.0,3.0,4.0,45.0,45.0,12.0,1.97,Medieval;Territory Building,Dice Rolling,Country: Wales;The Legend of King Arthur and the Knights of the…,,,,,,
6380,Sumera,1999.0,6.2,,2.0,4.0,30.0,30.0,,3.0,Abstract Strategy,Tile Placement,,,,,,,
6381,Syzygy,1997.0,6.1,8352.0,1.0,12.0,20.0,20.0,9.0,1.4,Real-time;Word Game,Tile Placement,,,,,,,
6382,ScandalMonger Trivia Game,2002.0,2.8,,2.0,6.0,120.0,120.0,,,Humor;Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,,,,,,,
6383,Chess Empire,2003.0,5.9,,1.0,4.0,45.0,45.0,10.0,3.0,Abstract Strategy,Grid Movement;Partnerships,Chess Games,,,,,,
6384,Brain Baseball,1998.0,5.7,,3.0,7.0,30.0,30.0,10.0,1.0,Card Game;Humor,,Cheapass Zombie Series;Sports: Baseball,,,,,,
6385,When Darkness Comes: The Darkness Before the Dawn,2003.0,6.3,,1.0,6.0,60.0,60.0,14.0,3.0,Dice;Expansion for Base-game;Horror,Dice Rolling;Role Playing;Tile Placement,When Darkness Comes,,,,,,
6386,Last Battle: Twilight - 2000,1989.0,5.8,9831.0,2.0,8.0,120.0,120.0,12.0,2.75,Science Fiction;Wargame,Hex-and-Counter,The First Battle Series;From RPG books to board games,,,,,,
6387,Grav-Ball,1982.0,5.7,10114.0,2.0,4.0,90.0,90.0,12.0,1.67,Science Fiction;Sports,Action Point Allowance System;Dice Rolling;Simulation,Sci-Fi Sports,,,,,,
6388,Phantasy Realm,2002.0,6.6,,2.0,4.0,60.0,60.0,,1.67,Adventure;Exploration;Fantasy,Chit-Pull System;Dice Rolling;Role Playing,,,,,,,
6389,Loteria,,4.4,12150.0,2.0,10.0,10.0,10.0,,1.25,Card Game,,Bingo;Country: Mexico;Crowdfunding: Kickstarter,,,,,,
6390,Ouija: The Mystifying Card Game,1997.0,2.8,,2.0,8.0,30.0,30.0,10.0,,Card Game,Action Point Allowance System;Hand Management,,,,,,,
6391,Invasion: Sicily,1974.0,5.7,,2.0,2.0,90.0,90.0,12.0,2.2,Wargame;World War II,Hex-and-Counter,Command Series Volume I;Islands: Sicily,,,,,,
6392,Tet Offensive,1991.0,6.2,8698.0,2.0,4.0,120.0,120.0,,3.22,Vietnam War;Wargame,Area Movement;Dice Rolling,Country: Vietnam,,,,,,
6393,Europe Aflame,1989.0,5.4,10840.0,2.0,4.0,120.0,120.0,12.0,2.46,World War II,Area Movement;Area-Impulse;Secret Unit Deployment,Block wargames,,,,,,
6394,Ant Army,1979.0,5.2,,2.0,6.0,120.0,120.0,12.0,,Fighting,Hex-and-Counter,Animals: Ants,,,,,,
6395,Androids and Belt Bums,1987.0,,,2.0,12.0,120.0,120.0,12.0,,Economic;Fighting;Science Fiction,Roll / Spin and Move,,,,,,,
6396,Meschugge,1988.0,4.6,,2.0,4.0,20.0,20.0,8.0,2.67,Party Game;Real-time,Pattern Recognition,,,,,,,
6397,Die Dracheninsel,2003.0,5.3,11122.0,3.0,6.0,60.0,60.0,10.0,1.25,Adventure;Exploration;Fantasy,Area Movement;Co-operative Play;Line Drawing;Modular Board;Pick-up and Deliver,Animals: Dragons,,,,,,
6398,Upbid,1991.0,4.6,,2.0,8.0,30.0,30.0,,2.0,Card Game;Dice;Educational,Auction/Bidding;Set Collection,,,,,,,
6399,Schlauer Bauer,1998.0,5.6,,2.0,5.0,10.0,10.0,6.0,,Card Game;Children's Game;Farming;Memory,Memory;Set Collection,Animals: Donkeys;Animals: Goats;Animals: Pigs;Animals: Sheep,,,,,,
6400,Jagun Fighters,2003.0,4.6,,2.0,2.0,10.0,10.0,12.0,1.0,Collectible Components;Dice;Fantasy;Fighting,Dice Rolling,CDGs (Collectible Dice Games),,,,,,
6401,Wiz-War,1983.0,6.9,1035.0,2.0,4.0,60.0,60.0,10.0,1.98,Fantasy,Modular Board;Player Elimination,,,,,,,
6402,1863,1991.0,5.5,10561.0,1.0,2.0,180.0,180.0,12.0,3.0,American Civil War;Wargame,Dice Rolling;Hex-and-Counter;Simulation,The Battles and Leaders Series,,,,,,
6403,Hops,1974.0,6.5,,2.0,2.0,20.0,20.0,8.0,,Abstract Strategy,,Heyne Taschen-Spiele'',,,,,,
6404,Topologik,1973.0,6.0,,2.0,4.0,20.0,20.0,8.0,2.0,Abstract Strategy,Partnerships;Pattern Building;Route/Network Building,"Connection Games;Heyne Taschen-Spiele'';Interplay ""Pocket-Spellen""",,,,,,
6405,Haunted Mansion Game,1972.0,6.7,8508.0,2.0,4.0,30.0,30.0,5.0,1.13,Children's Game;Horror;Movies / TV / Radio theme,Roll / Spin and Move,Celebrities: Walt Disney;Ghosts,,,,,,
6406,Twister,1966.0,4.6,12724.0,2.0,4.0,10.0,10.0,6.0,1.09,Action / Dexterity;Children's Game;Party Game,Player Elimination;Roll / Spin and Move,Bratz;Celebrities: Walt Disney;Characters: Hello Kitty;Promotional Board Games;TV Series: Sesame Street;TV Series: Tweenies,,,,,,
6407,Hungry Hungry Hippos,1966.0,4.1,12734.0,2.0,4.0,10.0,10.0,4.0,1.06,Action / Dexterity;Animals;Children's Game;Real-time,,3D Games;Animals: Alligators / Crocodiles;Animals: Dogs;Animals: Frogs;Animals: Hippopotamus;Marble Games,,,,,,
6408,Duel,1983.0,5.8,,2.0,2.0,20.0,20.0,10.0,2.0,Card Game;Fighting;Renaissance,Hand Management,Sports: Combat Sports / Martial Arts,,,,,,
6409,Lie Detector,1960.0,5.9,8639.0,2.0,4.0,60.0,60.0,8.0,1.33,Deduction;Memory,Memory,,,,,,,
6410,Extrablatt,1993.0,5.9,,3.0,5.0,45.0,45.0,12.0,2.0,,Worker Placement,,,,,,,
6411,Fantasy Adventures,1995.0,4.7,11579.0,2.0,2.0,30.0,30.0,10.0,2.0,Card Game;Collectible Components;Dice;Fantasy,,CCGs (Collectible Card Games),,,,,,
6412,Giganten,1999.0,6.8,1185.0,3.0,4.0,90.0,90.0,10.0,2.57,Economic;Exploration;Industry / Manufacturing,Auction/Bidding;Commodity Speculation,Admin: Better Description Needed!;Oil Gas and Petroleum,,,,,,
