id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg3849,Brandywine,2000,7.2,2944,2,240  Min,12+,2.59/5,Age of Reason;American Revolutionary War;Wargame,Hex-and-Counter,Battles of the American Revolution;Country: USA
bg3850,Saratoga,1998,7.1,2089,2,180  Min,12+,2.52/5,Age of Reason;American Revolutionary War;Wargame,Hex-and-Counter,Battles of the American Revolution;Country: USA
bg3851,Yom Kippur,1995,6.9,2702,2,240  Min,12+,2.59/5,Modern Warfare;Wargame,Dice Rolling;Hex-and-Counter,Standard Combat Series;Yom Kippur War
bg3852,The Mystic Wood Extension Kit,1982,7.2,,1-7,90  Min,10+,1.50/5,Expansion for Base-game;Fantasy,Modular Board;Variable Player Powers,
bg3853,Fallschirmjaeger,2001,7.8,2558,2,360  Min,12+,3.05/5,Wargame;World War II,Dice Rolling;Hex-and-Counter,Country: The Netherlands;Standard Combat Series
bg3854,Tribulation,1974,5.7,9610,1-6,30  Min,8+,1.67/5,Math;Real-time,,
bg3855,Danger Guy,2001,4.3,,2-4,20  Min,13+,1.00/5,Card Game,,
bg3856,Star Trek: The Game,1992,4.4,12539,2-6,60  Min,10+,2.33/5,Movies / TV / Radio theme;Science Fiction;Trivia,,Star Trek
bg3857,Hong Kong,1999,5.8,9013,2,15  Min,8+,2.14/5,Abstract Strategy;City Building,,3D Games;Cities: Hong Kong;Country: Hong Kong
bg3858,Tip the Cows,1989,4.4,,2,10  Min,6+,1.00/5,Animals;Dice;Party Game,,Animals: Cattle
bg3859,StreetSoccer,2002,6.6,1351,2,20-30  Min,8+,1.54/5,Dice;Sports,Dice Rolling;Grid Movement;Roll / Spin and Move,Sports: Football / Soccer
bg3860,Fantasy,2001,4.9,12546,2-4,20  Min,8+,1.11/5,Card Game;Fantasy,Hand Management;Set Collection,
bg3861,Equations,1963,6.7,,2-6,30  Min,12+,3.00/5,Abstract Strategy;Dice;Math,Tile Placement,
bg3862,Skunk,1953,5.5,10521,2-8,30  Min,6+,1.00/5,Animals;Dice,Betting/Wagering;Dice Rolling;Press Your Luck,Animals: Skunk
bg3863,Give Us A Clue,1986,3.7,,2-8,60  Min,10+,0.00/5,Action / Dexterity;Movies / TV / Radio theme;Party Game,Acting,
bg3864,Blockhead!,1952,5.4,11457,1-6,10  Min,4+,1.06/5,Action / Dexterity;Children's Game,,3D Games
bg3865,Save The World,1989,4.2,,2-6,30  Min,,1.00/5,Environmental;Trivia,Roll / Spin and Move,
bg3866,The Party Game,1989,3.5,,4-6,30  Min,12+,1.75/5,Humor;Movies / TV / Radio theme;Political;Trivia,Roll / Spin and Move,Country: England
bg3867,Twins,1996,6.2,7187,3-6,30  Min,8+,1.25/5,Bluffing;Card Game,,Admin: Better Description Needed!
bg3868,The Three Stooges Card Game,1998,4.7,12014,2-3,30  Min,10+,1.33/5,Card Game;Fighting,,Characters: The Three Stooges
bg3869,The Idiot Box,1988,3.0,,2-6,30  Min,8+,1.00/5,Movies / TV / Radio theme;Trivia,Acting;Roll / Spin and Move,
bg3870,PSI,1987,3.8,,3-7,30  Min,15+,1.33/5,Party Game,,
bg3871,ESP,1989,2.3,,3-6,30  Min,,0.00/5,,Betting/Wagering,Psychic Powers
bg3872,Golden Deuce,2002,5.5,10663,2-4,90  Min,10+,1.71/5,Card Game,Hand Management,Climbing Games
bg3873,Zwergen Ziehen,1997,5.7,9420,2-4,20  Min,10+,1.20/5,Card Game,Hand Management,
bg3874,Schatzsucher,2002,7.3,,2-6,20  Min,5+,2.00/5,Children's Game;Exploration,Area Movement,
bg3875,Gogol,2002,6.3,,2,20  Min,10+,2.00/5,Abstract Strategy,,Chess Games
bg3876,Shendao,2002,6.0,,2,30  Min,7+,1.00/5,Abstract Strategy,Tile Placement,
bg3877,HeroClix,2002,6.5,1515,2,60  Min,10+,2.80/5,Collectible Components;Comic Book / Strip;Dice;Fighting;Miniatures,Action Point Allowance System;Dice Rolling;Variable Player Powers,Clix;CMGs (Collectible Miniatures Games);Comics: DC Universe;Comics: Marvel Universe;HeroClix;Superheroes
bg3878,Members Only,1996,6.6,2876,3-5,45  Min,10+,2.00/5,Bluffing;Card Game;Deduction,Betting/Wagering;Hand Management,
bg3879,Quip Qubes,1981,4.0,,2,60  Min,8+,1.50/5,Dice;Word Game,Tile Placement,
bg3880,Marino,1992,6.0,,2-4,10  Min,8+,0.00/5,Abstract Strategy;Animals;Bluffing;Children's Game,,Animals: Ladybugs
bg3881,Politrics,1996,4.7,,2-6,60  Min,,0.00/5,Political,Roll / Spin and Move,
bg3882,Royal Comette,1996,3.8,,3-6,30  Min,10+,0.00/5,Card Game,Betting/Wagering,Comets
bg3883,Playing Shakespeare,1990,4.7,,4-24,60  Min,12+,0.00/5,Party Game,,Celebrities: Shakespeare
bg3884,Game Spice: Monopoly Expansion,1988,1.0,,3-6,90  Min,,0.00/5,Economic;Expansion for Base-game;Negotiation,Auction/Bidding;Roll / Spin and Move;Set Collection;Trading,Monopoly
bg3885,The Game of Maze,1990,3.7,,2-4,20  Min,10+,1.00/5,Maze,Roll / Spin and Move,
bg3886,Hazard,1375,3.6,,2-6,30  Min,8+,0.00/5,,Betting/Wagering;Roll / Spin and Move,
bg3887,Prairie Railroads,1999,7.0,6421,3-5,120  Min,12+,3.00/5,Economic;Trains,Route/Network Building;Stock Holding,Prairie Railroads
bg3888,The Dickens Game,1983,5.3,,2-4,30  Min,8+,1.80/5,Novel-based,Roll / Spin and Move;Set Collection,Celebrities: Charles Dickens;Cities: London;Country: England
bg3889,Coffee!,2002,4.4,,1-4,20  Min,,1.50/5,Card Game,Hand Management;Set Collection,
bg3890,Emerald,2002,6.4,1840,2-5,45  Min,10+,1.68/5,Adventure;Fantasy,Dice Rolling;Roll / Spin and Move;Set Collection,Admin: Better Description Needed!;Animals: Dragons
bg3891,The Zodiac Game,1988,1.5,,2-6,30  Min,12+,0.00/5,Party Game,,Astrology
bg3892,Ludus Romanus,1996,5.0,,2,20  Min,,2.33/5,Abstract Strategy,,Petteia
bg3893,Runestone,1995,5.0,,2,10  Min,7+,1.00/5,Dice,,
bg3894,The Hieroglyphs Game,1989,4.0,,2-8,20  Min,10+,3.00/5,Ancient;Educational;Mythology,Pattern Building;Roll / Spin and Move;Set Collection,
bg3895,Tabula,1990,5.6,9744,2,20  Min,5+,1.45/5,Abstract Strategy,,Gammon
bg3896,The Celtic Game,1997,4.9,,2,20  Min,,0.00/5,Abstract Strategy,Roll / Spin and Move,Tafl
bg3897,Major Battles and Campaigns of General George S. Patton,1973,6.2,7396,2,30  Min,12+,1.78/5,Wargame;World War II,Action Point Allowance System;Dice Rolling;Point to Point Movement,World War 2: Battle of the Bulge
bg3898,Kaubojai,,8.0,,2-4,60  Min,8+,0.00/5,Farming;Racing,Roll / Spin and Move,
bg3899,OrkoMondo,2002,5.5,,2-4,30  Min,8+,1.50/5,Abstract Strategy;Dice;Fantasy;Print & Play,Tile Placement,
bg3900,Savana,,2.0,,2-6,30  Min,,0.00/5,Children's Game;Racing,Roll / Spin and Move,
bg3901,Wizard,1978,6.9,2290,2,30  Min,10+,2.22/5,Adventure;Fantasy;Fighting;Wargame,Dice Rolling;Hex-and-Counter;Role Playing;Variable Player Powers,The Fantasy Trip;Metagaming Microgames series
bg3902,Melee,1977,6.9,2034,2,15  Min,10+,2.26/5,Adventure;Fantasy;Fighting;Wargame,Dice Rolling;Hex-and-Counter;Variable Player Powers,The Fantasy Trip;Metagaming Microgames series
bg3903,Black Hole,1978,5.5,10520,2,30  Min,10+,1.70/5,Science Fiction;Wargame,Hex-and-Counter,Metagaming Microgames series
bg3904,WarpWar,1977,6.2,4680,2,30  Min,12+,2.00/5,Science Fiction;Wargame,Hex-and-Counter;Rock-Paper-Scissors;Simultaneous Action Selection,Metagaming Microgames series
bg3905,Star Quest,1979,4.6,,2-6,30  Min,12+,2.00/5,Science Fiction,Hex-and-Counter,
bg3906,Panzer Pranks,1980,5.6,9988,2,20  Min,12+,2.00/5,Humor;Wargame;World War II,Hex-and-Counter,Admin: Better Description Needed!
bg3907,China Topf,1996,6.5,,2-4,20  Min,4+,1.00/5,Action / Dexterity;Children's Game,,Asian Theme;Food / Cooking
bg3908,Fishy,1991,5.6,10156,3-6,30  Min,10+,1.33/5,Animals;Bluffing,Hand Management,Animals: Fishes
bg3909,Le Mans,1961,6.4,6952,1-12,60  Min,10+,2.20/5,Racing;Sports,Dice Rolling;Variable Player Powers,Le Mans;Sports: Auto Racing
bg3910,Plagio,1999,6.9,,4,20  Min,12+,2.00/5,Humor;Party Game;Word Game,Voting,
bg3911,RisiKard!,1996,5.3,,3-6,20  Min,,2.00/5,Card Game;Wargame,Hand Management,RisiKo!: Risk variations by Spartaco Albertarelli;Risk
bg3912,Sandsplatters,1998,4.2,,1-2,30  Min,10+,0.00/5,Fighting;Miniatures;Science Fiction;Wargame,Dice Rolling;Simultaneous Action Selection,Nemesis
bg3913,Shadowfist,1995,7.1,1992,2-7,60  Min,10+,2.56/5,Card Game;Collectible Components;Fighting,Hand Management,Admin: Better Description Needed!;CCGs (Collectible Card Games);Crowdfunding: Kickstarter
bg3914,Shadowrun: DMZ Downtown Militarized Zone,1990,5.1,11900,2,30  Min,12+,2.50/5,Miniatures;Science Fiction;Wargame,,Cyberpunk;From RPG books to board games;Shadowrun
bg3915,Killer Instinct,1996,4.2,,2,10  Min,10+,0.00/5,Card Game;Collectible Components;Fighting;Science Fiction;Video Game Theme,Hand Management,CCGs (Collectible Card Games)
bg3916,Merchants of the Middle Ages,1999,6.8,1183,2-4,120  Min,10+,3.02/5,Economic;Medieval;Negotiation;Transportation,Commodity Speculation;Pick-up and Deliver;Variable Player Powers,Admin: Better Description Needed!;Cities: Bruges;Filosofia Reprints
bg3917,Nemesis,1998,6.1,,2,30  Min,8+,2.00/5,Book;Fighting;Miniatures;Science Fiction;Wargame,Chit-Pull System;Dice Rolling;Hand Management;Variable Phase Order;Variable Player Powers,Nemesis
bg3918,Past Lives,1988,4.4,12490,2-8,60  Min,8+,1.50/5,Fantasy;Humor,Roll / Spin and Move;Set Collection,
bg3919,Pinocchio,2000,5.5,10953,2-6,10  Min,6+,1.00/5,Bluffing;Card Game;Children's Game;Novel-based,,12 Minute Games;Characters: Pinocchio
bg3920,Armada,1986,5.2,12303,2-4,120  Min,10+,2.18/5,Exploration;Fighting;Nautical,Action Point Allowance System,
bg3921,Anno Domini,1995,5.9,8133,4,60  Min,10+,1.80/5,Medieval;Territory Building,Area Movement;Dice Rolling,
bg3922,Bataclan,1997,4.9,11372,2-6,20  Min,6+,1.17/5,Action / Dexterity;Dice;Party Game,,Gigamic Classic
bg3923,BattleTech CCG,1996,6.4,2502,2,20  Min,10+,2.46/5,Card Game;Collectible Components;Science Fiction,Hand Management,BattleTech;CCGs (Collectible Card Games)
bg3924,C-23,1998,4.5,12307,2-3,10  Min,10+,1.50/5,Card Game;Collectible Components;Comic Book / Strip;Science Fiction,Hand Management;Variable Player Powers,ARC System;CCGs (Collectible Card Games)
bg3925,Derby,1997,2.3,,2,10  Min,,0.00/5,Card Game;Sports,Hand Management,Sports: Football / Soccer
bg3926,Halunken & Spelunken,1997,5.6,8816,3-4,30  Min,10+,1.55/5,Card Game,Set Collection,
bg3927,Dragon Ball: Alla ricerca delle Sette Sfere,1998,5.6,,3-5,20  Min,,1.00/5,Adventure;Fantasy,Roll / Spin and Move,Admin: Better Description Needed!;Anime & Manga;Dragon Ball
bg3928,Dragon Storm,1996,5.7,10553,2-8,120  Min,,2.50/5,Adventure;Card Game;Collectible Components;Exploration;Fantasy;Travel,Card Drafting;Co-operative Play;Dice Rolling;Hand Management;Modular Board,Animals: Dragons;CCGs (Collectible Card Games)
bg3929,Ferrari F1,1996,4.4,,2-4,30  Min,10+,1.00/5,Racing;Sports,Roll / Spin and Move,Sports: Auto Racing
bg3930,Gran Gol,1998,5.7,,2,20  Min,8+,1.50/5,Card Game;Sports,Hand Management,Sports: Football / Soccer
bg3931,Harry Potter Trading Card Game,2001,6.2,2983,2,20  Min,9+,1.99/5,Card Game;Collectible Components;Fantasy;Fighting;Novel-based,Action Point Allowance System;Hand Management;Variable Player Powers,CCGs (Collectible Card Games);Harry Potter
bg3932,Il gioco del campionato,1996,4.0,,3-8,30  Min,8+,0.00/5,Dice;Sports,,Sports: Football / Soccer
bg3933,Il Gioco del West,,5.3,,2-4,45  Min,8+,0.00/5,American West,Roll / Spin and Move,
bg3934,Il gioco della Formula Uno,1996,4.8,,2-6,20  Min,8+,1.00/5,Racing;Sports,Roll / Spin and Move,Admin: Better Description Needed!;Sports: Auto Racing
bg3935,3-D Chess,1977,5.9,8513,2,90  Min,,4.00/5,Abstract Strategy;Movies / TV / Radio theme,Grid Movement,3D Games;Chess Games;Star Trek;Three Dimensional Chess Variants
bg3936,Hattrick,1995,6.5,3340,4-6,30  Min,10+,1.59/5,Card Game,Trick-taking,Mensa Select
bg3937,Schmuggler an Bord,1992,6.3,8553,3-6,30  Min,8+,1.00/5,Memory,Roll / Spin and Move;Set Collection,
bg3938,Fantasy,1990,4.9,,3-6,60  Min,,2.25/5,Exploration;Fantasy,Pick-up and Deliver,
bg3939,Star of the Guardians,1995,4.4,11749,2,20  Min,10+,2.00/5,Card Game;Collectible Components;Fighting;Science Fiction,,CCGs (Collectible Card Games)
bg3940,Star Quest,1995,4.3,11718,2-8,30  Min,10+,1.75/5,Card Game;Collectible Components;Fighting;Science Fiction,Card Drafting;Hand Management,CCGs (Collectible Card Games)
bg3941,Super Deck!,1994,2.0,12641,2,20  Min,12+,1.44/5,Card Game;Collectible Components;Math;Science Fiction,,CCGs (Collectible Card Games);Superheroes
bg3942,Super Pippo,1977,7.8,,2-4,30  Min,8+,0.00/5,Action / Dexterity;Children's Game;Puzzle,Roll / Spin and Move,3D Games
bg3943,D3 Time Warriors,1996,7.0,,2,30  Min,10+,2.00/5,Fighting;Miniatures;Science Fiction;Wargame,Dice Rolling;Simultaneous Action Selection,Nemesis
bg3944,By Golly!,2001,6.1,4918,2-6,15  Min,5+,1.04/5,Animals;Card Game;Children's Game;Memory,Memory;Set Collection,Animals: Worms;The Chicken Family of Zoch
bg3945,Hold Everything!,1996,4.9,,2-6,20  Min,6+,1.00/5,Action / Dexterity;Card Game;Party Game,Modular Board;Pick-up and Deliver,
bg3946,Alfreds Other Game,1985,5.3,,1-4,60  Min,8+,0.00/5,Word Game,Tile Placement,
bg3947,Battle of the Sexes,1997,3.4,12735,2-8,45  Min,12+,1.09/5,Party Game;Trivia,Partnerships,Battle of the Sexes;TV Series: The Simpsons
bg3948,The Christmas Game,1983,4.2,,2-4,45  Min,5+,2.00/5,Children's Game,Co-operative Play;Roll / Spin and Move;Set Collection;Trading,Holidays: Christmas
bg3949,Doorways to Adventure,1986,5.8,9732,2-6,60  Min,10+,1.40/5,Adventure,Hand Management,VCR Board Games
bg3950,Electronic Stratego,1982,6.2,6471,2,60  Min,8+,1.67/5,Abstract Strategy;Bluffing;Deduction;Electronic;Memory,Area Movement;Memory;Secret Unit Deployment,Stratego Series
bg3951,Game of Knowledge,1995,5.4,11040,2-10,60  Min,10+,1.67/5,Trivia,,
bg3952,Men Are from Mars Women Are from Venus,1998,3.8,12588,4,60  Min,18+,1.43/5,Party Game,,Mars and Venus
bg3953,Option,1982,5.6,10211,2-4,60  Min,8+,2.14/5,Word Game,Tile Placement,
bg3954,Tornado Rex,1991,6.4,7325,2-4,30  Min,6+,1.17/5,Action / Dexterity;Children's Game;Racing,,3D Games;Sports: Mountain climbing
bg3955,Napoleon in Europe,2001,6.7,2314,2-7,360  Min,10+,3.43/5,Napoleonic;Political;Wargame,Area Movement;Dice Rolling,Components: Miniatures
bg3956,Millionary,2001,5.8,,3-6,120  Min,14+,0.00/5,Economic,Commodity Speculation;Stock Holding,
bg3957,Trumpet,1990,6.1,3731,2-6,45  Min,9+,1.47/5,Card Game,Trick-taking,
bg3958,U.E.F.A.,1996,2.2,,2,10  Min,8+,0.00/5,Sports,,Sports: Football / Soccer
bg3959,Your America,1970,5.1,,2-4,60  Min,10+,1.00/5,Trivia,Roll / Spin and Move,Country: USA
bg3960,LCR,1983,3.0,12740,3-12,20  Min,5+,1.02/5,Dice,Dice Rolling,Tube Games
bg3961,Decision At Kasserine,1983,7.1,4715,1-4,300  Min,12+,3.20/5,Wargame;World War II,Dice Rolling;Hex-and-Counter,Battles for North Africa Series;Magazine: Wargamer
bg3962,Geeks: The Convention,2001,4.7,11550,2-5,20  Min,,1.67/5,Card Game;Humor,,
bg3963,Act One,1995,5.2,11194,4,30  Min,12+,1.33/5,Action / Dexterity;Movies / TV / Radio theme;Party Game;Trivia,Acting;Dice Rolling,
bg3964,Iliad,1979,5.7,10085,2,240  Min,12+,2.83/5,Ancient;Wargame,,
bg3965,Priceless,1996,5.9,8008,2-4,45  Min,13+,2.40/5,Economic;Negotiation,Auction/Bidding;Commodity Speculation;Partnerships;Trading,
bg3966,Vampire Hunter,2002,5.2,12444,2-4,30  Min,9+,1.27/5,Horror,Area Movement;Co-operative Play;Roll / Spin and Move,Vampires
bg3967,Inkognito: The Card Game,1997,5.4,11379,2-5,30  Min,10+,1.64/5,Card Game;Deduction;Murder/Mystery,Hand Management,Admin: Better Description Needed!;Cities: Venice;Country: Italy
bg3968,Stars On Stripes Football Game,1941,8.5,,2-4,60  Min,,0.00/5,Sports,Dice Rolling,Sports: American Football / Gridiron
bg3969,The Return of the Stainless Steel Rat,1981,6.5,5031,1-2,60  Min,10+,2.33/5,Murder/Mystery;Novel-based;Science Fiction,Area Movement;Storytelling,Magazine: Ares;Solitaire Games
bg3970,Damocles Mission,1983,5.9,8994,1,60  Min,10+,2.71/5,Science Fiction,Tile Placement,Magazine: Ares;Solitaire Games
bg3971,Arena of Death,1980,5.1,11499,2-20,90  Min,10+,2.00/5,Fantasy;Fighting;Wargame,Hex-and-Counter;Variable Player Powers,Gladiators;Magazine: Ares
bg3972,Star Trader,1982,7.1,2849,2-6,180  Min,12+,3.71/5,Economic;Science Fiction,Commodity Speculation;Stock Holding;Trading,Magazine: Ares
bg3973,Nightmare House,1983,5.8,9388,1-5,90  Min,10+,3.00/5,Horror,Area Movement;Co-operative Play;Partnerships,Magazine: Ares
bg3974,1-2-3 OY!,1994,5.3,,1-5,10  Min,5+,0.00/5,Card Game;Children's Game;Educational;Math,,
bg3975,A-B-C OY!,1994,4.0,,1-5,10  Min,4+,0.00/5,Card Game;Children's Game;Word Game,,
bg3976,Gnome's War,2001,4.2,11984,2-4,120  Min,12+,1.50/5,Fantasy;Territory Building,Area Control / Area Influence;Area Movement;Auction/Bidding,
bg3977,Largo Winch,2002,5.0,,2-6,90  Min,8+,0.00/5,Adventure;Comic Book / Strip;Movies / TV / Radio theme,,
bg3978,Sticheln,1993,7.0,676,3-8,60  Min,10+,1.94/5,Card Game,Hand Management;Simultaneous Action Selection;Trick-taking,
bg3979,Tic Tac Chec,1995,6.0,8556,2,10  Min,,2.20/5,Abstract Strategy,Grid Movement;Pattern Building,Chess Games
bg3980,Noble Celts,1993,5.6,,2,30  Min,,0.00/5,Abstract Strategy,Grid Movement,Chess Games
bg3981,XIII: Le Complot,2001,5.6,,2-4,90  Min,10+,3.50/5,Adventure;Murder/Mystery,,
bg3982,Spider-Man,2002,6.2,8988,2-6,90  Min,12+,2.25/5,Comic Book / Strip;Movies / TV / Radio theme,Variable Player Powers,Cities: New York (New York USA);Comics: Marvel Universe;Superheroes
bg3983,Antagon,2002,5.1,,2,20  Min,12+,1.50/5,Abstract Strategy;Print & Play,,Animals: Ants
bg3984,Trivial Pursuit Mini Pack: Flicks,1989,4.8,,2-24,90  Min,12+,0.00/5,Expansion for Base-game;Movies / TV / Radio theme;Party Game;Trivia,Roll / Spin and Move,Trivial Pursuit
bg3985,The Mage's Triangle,2001,5.2,,2,30  Min,8+,0.00/5,Abstract Strategy,,Video Tape Box Games
bg3986,Survival of the Witless,1997,4.4,12338,3-8,60  Min,12+,1.80/5,Card Game;Humor;Political,Hand Management;Set Collection,
bg3987,Assault on Hoth: The Empire Strikes Back,1988,7.0,1990,2,90  Min,12+,2.13/5,Movies / TV / Radio theme;Science Fiction;Wargame,Campaign / Battle Card Driven;Dice Rolling;Hex-and-Counter,Star Wars
bg3988,Superpower,1986,4.3,12515,2-6,90  Min,12+,2.10/5,Modern Warfare;Political,Roll / Spin and Move;Voting,
bg3989,Das letzte Paradies,1993,5.7,8586,3-5,30  Min,12+,1.94/5,,Auction/Bidding,
bg3990,Stock Market Specialist,1982,5.2,,2-4,360  Min,12+,3.00/5,Economic;Negotiation,Auction/Bidding;Roll / Spin and Move;Stock Holding,
bg3991,Pachisi,400,4.5,12726,2-6,30  Min,5+,1.22/5,Children's Game;Comic Book / Strip;Dice;Movies / TV / Radio theme;Novel-based;Racing,Dice Rolling;Partnerships;Roll / Spin and Move,Animals: Cats;Animals: Dogs;Animals: Marmots;Cartoons: Hanna-Barbera;Celebrities: Pocahontas;Celebrities: Walt Disney
bg3992,Infinity,1974,6.0,8856,2-4,60  Min,10+,1.67/5,Civilization;Science Fiction,Set Collection;Tile Placement,
bg3993,Close Action,1997,7.8,1581,2-30,240  Min,12+,3.47/5,Age of Reason;American Revolutionary War;Napoleonic;Nautical;Wargame,Action / Movement Programming;Simultaneous Action Selection,Age of Kings;Close Action series
bg3994,Rich Uncle,1946,5.8,9969,3-5,30  Min,8+,1.31/5,Economic,Commodity Speculation;Dice Rolling;Roll / Spin and Move;Simulation;Stock Holding,
bg3995,Stick Around,1999,5.7,,2,10  Min,,2.00/5,Abstract Strategy,Tile Placement,
bg3996,Mime Smashing,2002,4.5,,2-6,10  Min,8+,0.00/5,Card Game;Fighting;Humor,Set Collection,
bg3997,Steppe,1985,6.2,8981,2,20  Min,10+,2.40/5,Abstract Strategy,Tile Placement,TSR Master Moves
bg3998,Quizzard,1987,5.7,9809,3-6,30  Min,8+,1.25/5,Electronic;Trivia,,Quizzard
bg3999,Ab die Post!,1996,5.3,11596,3-6,45  Min,8+,1.40/5,Aviation / Flight;Racing,Dice Rolling,Post Office Stamps and Mail;Sports: Aerial Racing
bg4000,Ice War,1978,5.9,8795,2,60  Min,12+,2.00/5,Science Fiction;Wargame,Hex-and-Counter,Metagaming Microgames series
bg4001,Ram Speed,1980,6.0,7738,2,90  Min,11+,1.94/5,Ancient;Nautical;Wargame,Hex-and-Counter,Country: Greece
bg4002,Theophrastus,2001,5.9,4735,2-5,15-30  Min,10+,2.13/5,Card Game;Renaissance,Action Point Allowance System;Set Collection,
bg4003,The Lord of the Rings: The Fellowship of the Ring,2001,6.5,3202,2,90  Min,12+,2.85/5,Fantasy;Miniatures;Movies / TV / Radio theme;Novel-based;Wargame,Campaign / Battle Card Driven;Modular Board,The Lord of the Rings: Strategy Battle Game;Tolkien Games
bg4004,Programmer's Nightmare,1998,5.7,10068,2-6,20  Min,12+,2.67/5,Card Game,Action / Movement Programming;Modular Board,
bg4005,Mordheim: City of the Damned,1999,7.2,844,2-6,60  Min,10+,3.05/5,Exploration;Fantasy;Fighting;Horror;Miniatures,Dice Rolling;Modular Board;Role Playing;Variable Player Powers,Games Workshop Specialist Games;Warhammer Fantasy Wargames
bg4006,Thinking Man's Football,1966,5.3,10787,2,90  Min,,2.50/5,Sports,Simultaneous Action Selection,3M Sports Games;Sports: American Football / Gridiron
bg4007,Roller Coaster Tycoon,2002,6.1,4336,2-4,45  Min,8+,1.56/5,Economic,Auction/Bidding;Roll / Spin and Move,
bg4008,Stage II,1985,6.4,5503,2,90  Min,,1.90/5,Deduction;Party Game;Trivia,Betting/Wagering,
bg4009,Robin Hood,1990,5.6,9992,2-6,60  Min,8+,1.40/5,Adventure;Racing,Memory;Point to Point Movement,Characters: Robin Hood
bg4010,Excape,1998,6.3,1910,3-6,30  Min,8+,1.15/5,Dice;Racing,Dice Rolling;Press Your Luck,
bg4011,Chicken Cha Cha Cha,1997,6.6,1144,2-4,20  Min,4+,1.12/5,Animals;Children's Game;Memory,Memory,Animals: Chickens;Animals: Dragons;Animals: Hedgehogs/Porcupines;The Chicken Family of Zoch
bg4012,Spitfire,1973,5.5,10532,2,60  Min,12+,2.88/5,Aviation / Flight;Wargame;World War II,Hex-and-Counter,Jim Dunnigan Tactical Air Combat System
bg4013,Invasion: America,1976,6.5,4226,2-5,240  Min,12+,3.20/5,Modern Warfare;Wargame,Hex-and-Counter,Alternate History;Country: USA
bg4014,Napoleon at Waterloo,1971,6.5,2838,2,30  Min,10+,1.93/5,Napoleonic;Wargame,Hex-and-Counter,Napoleon At Waterloo
bg4015,Tank! Armored Combat in the 20th Century,1974,4.9,11942,2,90  Min,12+,2.82/5,Modern Warfare;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics
bg4016,The Plot to Assassinate Hitler,1976,5.5,11310,2,300  Min,12+,2.88/5,Political;Wargame;World War II,Hex-and-Counter,Admin: Better Description Needed!;Magazine: Strategy & Tactics
bg4017,Operation Olympic,1974,6.2,6973,1-2,120  Min,12+,2.71/5,Wargame;World War II,Hex-and-Counter,Country: Japan;Magazine: Strategy & Tactics
