id,name,year,rating,rank,num_players,gameplay_time,age,complexity_weight,category,mechanisms,type
bg6520,The Italian Campaign: Anzio,1992,5.5,10780,2,240  Min,12+,3.55/5,Wargame;World War II,Hex-and-Counter,Country: Italy;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System
bg6521,Mozaic,2003,6.1,,2,35-45  Min,7+,2.00/5,Abstract Strategy,Pattern Building;Tile Placement,
bg6522,The Italian Campaign: Med War,1993,5.3,10910,2,360  Min,12+,3.43/5,Nautical;Wargame;World War II,Hex-and-Counter,Country: Italy;The Italian Campaign Series;Magazine: Strategy & Tactics;Westwar System
bg6523,Donau Front,1989,5.8,9470,2,300  Min,12+,2.50/5,Modern Warfare;Wargame,Hex-and-Counter,Central Front Series;Magazine: Strategy & Tactics;Rivers: Danube
bg6524,The Indian Mutiny,1988,5.4,10961,2,300  Min,12+,2.69/5,Wargame,Area Movement;Simulation,Magazine: Strategy & Tactics
bg6525,Korea: The Mobile War,1987,5.8,9814,2,240  Min,12+,3.40/5,Korean War;Wargame,Hex-and-Counter,Country: Korea;Magazine: Strategy & Tactics
bg6526,Iron Cross,1990,5.2,11201,2,240  Min,12+,2.78/5,Wargame;World War II,Hex-and-Counter,Magazine: Strategy & Tactics
bg6527,Fortress Stalingrad,1988,6.5,7015,2,240  Min,12+,2.43/5,Wargame;World War II,Hex-and-Counter,Country: Russia;Magazine: Strategy & Tactics
bg6528,Ruweisat Ridge: The First Battle of El Alamein,1985,6.4,7493,2,240  Min,12+,2.63/5,Wargame;World War II,Hex-and-Counter,Country: Egypt;Magazine: Strategy & Tactics
bg6529,Soldiers of the Queen: Battles at Isandhlwana and Omdurman,1984,6.2,7226,2,240  Min,12+,2.91/5,Wargame,Hex-and-Counter;Simulation,Magazine: Strategy & Tactics
bg6530,Take Two,1996,5.8,9472,2-7,30  Min,10+,1.17/5,Word Game,Card Drafting,
bg6531,Phantom Rallye,2003,4.8,11914,2-4,30  Min,5+,1.38/5,Children's Game,Dice Rolling,Ghosts;Ravensburger Spielend Neues Lernen
bg6532,Disneyland Monorail Game,1960,3.5,,2-4,20  Min,5+,1.00/5,Children's Game;Movies / TV / Radio theme;Racing,Roll / Spin and Move,Celebrities: Walt Disney
bg6533,Mary Poppins Carousel Game,1964,3.9,,2-4,20  Min,5+,1.00/5,Children's Game;Movies / TV / Radio theme;Racing,,Celebrities: Walt Disney
bg6534,Cranium Cosmo,2001,5.3,,2,10  Min,13+,1.75/5,Educational;Humor;Real-time;Trivia,Paper-and-Pencil,Play Dough/Clay Games
bg6535,The Whale Game,1985,5.3,,2-4,60  Min,8+,0.00/5,Animals;Educational;Environmental;Racing,Roll / Spin and Move,Animals: Whales
bg6536,Double Cross,1974,5.3,,2-4,10  Min,10+,0.00/5,Abstract Strategy,Dice Rolling;Pattern Building;Simultaneous Action Selection,Marble Games;n in a row
bg6537,Capital Power,1981,5.3,,3-4,180  Min,12+,0.00/5,Economic,Stock Holding,
bg6538,Blitzkrieg '41,1989,6.6,6698,2,180  Min,12+,2.58/5,Wargame;World War II,Hex-and-Counter,Magazine: Command
bg6539,Gipso,1981,6.3,,2-4,120  Min,8+,0.00/5,Puzzle,,
bg6540,Tablin,1983,7.3,,3-6,180  Min,12+,1.00/5,Expansion for Base-game;Exploration;Science Fiction;Travel,Paper-and-Pencil;Secret Unit Deployment;Simulation,
bg6541,Career Poker,1988,6.6,4019,4-8,60  Min,10+,1.38/5,Card Game,Trick-taking,Climbing Games
bg6542,Borodino: Doomed Victory,1990,4.2,12351,2,240  Min,12+,3.22/5,Napoleonic;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics
bg6543,Hastings 1066,1987,6.4,6456,2,300  Min,12+,2.86/5,Medieval;Wargame,Hex-and-Counter,Cities: Hastings;Magazine: Strategy & Tactics
bg6544,13: The Colonies in Revolt,1985,5.7,9542,2,360  Min,12+,3.60/5,Age of Reason;American Indian Wars;American Revolutionary War;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Strategy & Tactics
bg6545,Thunder at Luetzen,1985,5.8,9601,2,240  Min,12+,2.86/5,Napoleonic;Wargame,Hex-and-Counter,Magazine: Strategy & Tactics
bg6546,Warsaw Rising: Revolt of the Polish Underground 1944,1986,6.0,9083,2,300  Min,12+,3.25/5,Wargame;World War II,Hex-and-Counter,Cities: Warsaw;Country: Poland;Magazine: Strategy & Tactics
bg6547,Epoch Wargame Electronics #2: Battle of the Bulge,1983,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics;World War 2: Battle of the Bulge
bg6548,Epoch Wargame Electronics #3: The Battle of Sekigahara,1983,6.3,,2,30  Min,10+,3.00/5,Electronic;Wargame,Hex-and-Counter,Epoch Wargame Electronics
bg6549,Epoch Wargame Electronics #4: The Battle of Britain,1983,0.0,,2,30  Min,10+,0.00/5,Aviation / Flight;Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics
bg6550,Epoch Wargame Electronics #5: The Battle of Kawanakajima,1983,5.0,,2,30  Min,10+,0.00/5,Electronic;Medieval;Wargame,Hex-and-Counter,Epoch Wargame Electronics
bg6551,Epoch Wargame Electronics #6: D-Day,1983,6.0,,2,30  Min,10+,2.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics
bg6552,Putsch,1998,5.5,10392,3-6,120  Min,16+,3.29/5,Political,Variable Player Powers,
bg6553,Epoch Wargame Electronics #7: The Siege of Osaka in the Summer,1983,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Cities: Osaka (Japan);Country: Japan;Epoch Wargame Electronics
bg6554,Epoch Wargame Electronics #8: Battle of the Midway,1983,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics
bg6555,Epoch Wargame Electronics #9: Battle of Nagashino,1984,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame,Hex-and-Counter,Epoch Wargame Electronics
bg6556,Epoch Wargame Electronics #10: Battle of Pearl Harbor,1984,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics
bg6557,Epoch Wargame Electronics #11: Battle of Dannoura,1984,5.0,,2,30  Min,10+,0.00/5,Electronic;Medieval;Wargame,Hex-and-Counter,Epoch Wargame Electronics
bg6558,Epoch Wargame Electronics #12: Afrika Korps,1984,0.0,,2,30  Min,10+,0.00/5,Electronic;Wargame;World War II,Hex-and-Counter,Epoch Wargame Electronics
bg6559,Tet '68,1992,6.3,7955,2,180  Min,12+,3.00/5,Vietnam War;Wargame,Hex-and-Counter,Country: Vietnam;Magazine: Command
bg6560,Cortes: Conquest of the Aztec Empire,1993,6.4,5748,2,180  Min,12+,2.56/5,Renaissance;Wargame,Dice Rolling;Hex-and-Counter,Magazine: Command
bg6561,Shogun Triumphant,1993,6.6,5765,2,180  Min,12+,2.89/5,Wargame,Hex-and-Counter,Country: Japan;Magazine: Command
bg6562,Antietam: Burnished Rows of Steel,1993,6.6,,1-2,240  Min,12+,2.56/5,American Civil War;Civil War;Wargame,Hex-and-Counter,Magazine: Command
bg6563,Verrat!,1999,5.5,10118,4,60  Min,12+,3.00/5,Arabian;Political,Secret Unit Deployment;Set Collection;Simultaneous Action Selection,
bg6564,Desert Storm: The Mother of All Battles,1991,5.8,9296,1-2,180  Min,13+,2.71/5,Modern Warfare;Wargame,Hex-and-Counter,Country: Kuwait;Magazine: Command
bg6565,Budapest '45,1994,6.5,5812,2,120  Min,,2.42/5,Wargame;World War II,Hex-and-Counter,Cities: Budapest;Country: Hungary
bg6566,Samurai Sunset,1990,6.5,8280,2,180  Min,12+,2.83/5,Wargame;World War II,Hex-and-Counter,Country: Japan;Magazine: Command;Samurai
bg6567,Attila,1981,6.1,8687,2,360  Min,12+,3.67/5,Ancient;Wargame,Hex-and-Counter,Ancient Rome
bg6568,I Am Spartacus!,1992,6.4,5821,2,180  Min,12+,2.50/5,Ancient;Wargame,Area Movement;Hex-and-Counter;Simulation,Ancient Rome;Magazine: Command
bg6569,Gettysburg: Lee's Greatest Gamble,1992,6.5,5755,2,180  Min,12+,2.78/5,American Civil War;Civil War;Wargame,Hex-and-Counter;Simulation,
bg6570,Port Arthur: The Russo-Japanese War,1992,5.5,10476,2,180  Min,12+,2.36/5,Wargame,Hex-and-Counter;Simulation,Country: Japan;Country: Russia
bg6571,Czechoslovakia '38,1993,6.1,8256,2,180  Min,12+,2.42/5,Wargame,Hex-and-Counter;Simulation,Country: Czech Republic;Magazine: Command
bg6572,Banana Republic,1993,5.3,11485,2-5,30  Min,10+,1.46/5,Bluffing;Card Game,Hand Management,Admin: Better Description Needed!
bg6573,Duel of Ages Set 1: Worldspanner,2003,6.6,1376,2-16,120  Min,12+,2.86/5,Adventure;Ancient;Fighting;Post-Napoleonic;Science Fiction,Dice Rolling;Grid Movement;Modular Board;Partnerships;Player Elimination;Variable Player Powers,Duel of Ages
bg6574,Anaconda,2002,4.0,,3-5,60  Min,12+,3.00/5,Party Game,Area Movement;Dice Rolling;Pick-up and Deliver;Set Collection,Animals: Snakes
bg6575,York Town,1981,4.7,11809,2-4,240  Min,12+,3.20/5,Age of Reason;American Revolutionary War;Wargame,Hex-and-Counter,
bg6576,Little Big Horn,1981,5.9,9175,2,360  Min,12+,4.00/5,American Indian Wars;Wargame,Hex-and-Counter,3D Games
bg6577,Norge,1981,6.2,8704,2-4,360  Min,12+,3.20/5,Wargame;World War II,Hex-and-Counter,Country: Norway
bg6578,Chase Across the Planes,1990,4.0,,2-4,30  Min,10+,1.00/5,Science Fiction,Point to Point Movement;Variable Player Powers,
bg6579,The Intruder Escapes,1990,4.0,,2,30  Min,10+,2.00/5,Science Fiction,Hex-and-Counter,
bg6580,Real-ity Estate,1990,4.8,,2-6,60  Min,12+,1.00/5,Economic;Negotiation;Science Fiction,Roll / Spin and Move,
bg6581,The Quest for Maggie Darr,1990,5.5,,2,30  Min,10+,1.00/5,Abstract Strategy;Deduction,Point to Point Movement,
bg6582,Maison Ikkoku: Love's Roulette (Koi no Roulette),1987,7.0,,2-6,60  Min,,2.00/5,Humor;Movies / TV / Radio theme,Roll / Spin and Move,Anime & Manga
bg6583,Pico 2,1997,5.9,5624,2,5  Min,10+,1.16/5,Card Game,Hand Management;Simultaneous Action Selection,Animals: Hedgehogs/Porcupines
bg6584,Interdimensional Chess,1990,6.0,,2,30  Min,10+,2.00/5,Abstract Strategy,Grid Movement;Variable Player Powers,Chess Games
bg6585,Second that Emotion,1990,4.5,,2-6,30  Min,10+,1.00/5,Card Game,,
bg6586,Attack of the Plant People,1990,6.0,,2-4,45  Min,10+,2.00/5,Abstract Strategy;Science Fiction,Tile Placement,
bg6587,Escape from the Brotherhood,1990,4.0,,1,20  Min,10+,2.00/5,,Area Movement,Solitaire Games
bg6588,Race for the Crystal,1990,4.5,,2,30  Min,8+,1.00/5,Abstract Strategy,Hex-and-Counter,
bg6589,Aura Battler Dunbine: Wing Caliver,1983,7.0,,2,120  Min,12+,3.50/5,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Simultaneous Action Selection,
bg6590,Aura Battler Dunbine: Byston Well,1984,3.0,,2-4,120  Min,12+,0.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,
bg6591,Queen's Necklace,2003,6.5,1444,2-4,30-45  Min,8+,1.90/5,Age of Reason;Bluffing;Card Game;Novel-based,Betting/Wagering;Commodity Speculation;Hand Management;Set Collection,
bg6592,Witches and Wizards,2000,4.0,,2-8,20  Min,8+,0.00/5,Children's Game;Fantasy;Racing,Roll / Spin and Move,Admin: Better Description Needed!;Witches
bg6593,Honor of the Samurai,1996,5.9,4411,3-6,90  Min,10+,2.20/5,Card Game;Medieval,Action Point Allowance System;Dice Rolling;Hand Management;Take That,Admin: Better Description Needed!;Country: Japan;Samurai
bg6594,The Battle For Smithville II: An R.I.P. Cardgame,1990,4.0,,2,20  Min,12+,2.00/5,Card Game;Horror;Memory,Memory,
bg6595,Mobile Suit Z Gundam: Gate of Zedan,1986,6.0,,2,90  Min,12+,0.00/5,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6596,Mobile Suit Gundam: Close Fight,1984,7.0,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6597,Mobile Suit Gundam: White Base,1982,6.0,,2,90  Min,12+,3.00/5,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6598,Mobile Suit Z Gundam: Green Noa 1,1985,6.5,,2,90  Min,12+,1.50/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6599,Mobile Suit Z Gundam: Titans,1985,7.0,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6600,Mobile Suit Gundam: New Type,1981,6.3,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6601,Mobile Suit Gundam: Fortress,1981,7.4,,2-4,90  Min,12+,2.33/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6602,Mobile Suit Gundam: Jabro,1981,6.3,,2,90  Min,12+,2.50/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6603,Star Trek II: The Wrath of Khan,1983,6.2,,2,60  Min,,2.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Trek
bg6604,Siesta,1999,6.3,3744,2-4,60  Min,8+,2.57/5,Abstract Strategy,Pattern Building;Pattern Recognition;Tile Placement,Goldsieber Royal
bg6605,Star Wars: Endor,1983,5.5,,2,90  Min,10+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Wars
bg6606,Star Wars: Hoth,1983,5.7,,2,90  Min,10+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Wars
bg6607,Star Wars: Death Star,1982,4.5,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Star Wars
bg6608,Jacob's Ladder,1994,4.8,,2-6,120  Min,12+,0.00/5,Dice;Fantasy;Fighting;Horror;Wargame,Dice Rolling;Roll / Spin and Move;Set Collection,
bg6609,Place Your Bets!,1974,6.3,,2-4,60  Min,,3.50/5,Dice;Movies / TV / Radio theme,Dice Rolling,
bg6610,East & West,1981,6.1,8072,2-6,360  Min,12+,3.33/5,Modern Warfare;Wargame,Hex-and-Counter,
bg6611,Okinawa,1981,6.1,8064,2,240  Min,12+,2.94/5,Wargame;World War II,Dice Rolling;Hex-and-Counter;Secret Unit Deployment,
bg6612,Sicilia '43,1981,5.6,10319,2-4,240  Min,12+,2.57/5,Wargame;World War II,Hex-and-Counter,Admin: Better Description Needed!;Islands: Sicily
bg6613,Rommel,1981,6.4,7993,2-4,360  Min,12+,3.71/5,Wargame;World War II,Hex-and-Counter,3D Games
bg6614,The 6 Pack of Paper & Pencil Games,1974,8.0,,1-4,10  Min,,2.00/5,Deduction;Word Game,Dice Rolling;Paper-and-Pencil;Stock Holding,
bg6615,Ferkelei,1995,5.6,,2-5,45  Min,8+,1.00/5,Animals,Commodity Speculation;Hand Management;Stock Holding,Animals: Pigs
bg6616,Pack of Flies,2003,5.0,12485,2-5,20  Min,8+,1.14/5,Animals;Bluffing,Betting/Wagering,Animals: Flies
bg6617,Dragon Buster,1986,6.5,,2-4,120  Min,,0.00/5,Exploration;Fantasy;Video Game Theme,Roll / Spin and Move,Animals: Dragons
bg6618,Deadlands: Lost Colony - Showdown,2000,5.5,,2,30  Min,10+,3.00/5,Card Game;Collectible Components;Science Fiction,Hand Management,CCGs (Collectible Card Games);From RPG books to board games;The Weird West (BGG Family)
bg6619,King of the Anthill,1990,5.0,,2,20  Min,10+,1.00/5,Abstract Strategy,,
bg6620,Orguss: Orguroid,1984,5.0,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6621,Orguss: Factory,1984,6.0,,2-5,240  Min,12+,3.00/5,Economic;Exploration;Movies / TV / Radio theme;Science Fiction,Area Movement;Simulation,Anime & Manga
bg6622,Raid on the Bunker,1990,5.3,,1,30  Min,10+,1.50/5,Science Fiction,,Solitaire Games
bg6623,L-Gaim Mark II,1985,0.0,,2,90  Min,12+,0.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Simultaneous Action Selection,Anime & Manga
bg6624,Heavy Metal L-Gaim,1984,6.0,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6625,Raid on Bananama: The Bad Boys Game,1990,5.8,,2,30  Min,10+,2.00/5,Comic Book / Strip;Humor,Area Movement,
bg6626,Fossil,1998,5.4,11641,2-6,40  Min,10+,1.76/5,Ancient,Set Collection,
bg6627,Knights of the Rainbow,1999,4.8,11842,2-6,45  Min,10+,1.25/5,Card Game;Wargame,,
bg6628,Heavy Metal L-Gaim Expansion kit,1985,6.0,,2,90  Min,10+,0.00/5,Expansion for Base-game;Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Simultaneous Action Selection,Anime & Manga
bg6629,Aura Battler Dunbine,1983,7.0,,2,120  Min,12+,2.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Simultaneous Action Selection,
bg6630,L-Gaim Mark II: Sveet,1986,0.0,,2,90  Min,12+,0.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6631,Craters of Tharsis,1990,5.0,,2,45  Min,10+,1.00/5,Science Fiction,Area Movement,
bg6632,Battle for the Sprawls,1990,4.0,,2,30  Min,10+,2.00/5,Science Fiction,,
bg6633,The Gauntlet,1990,5.0,,2,45  Min,10+,2.00/5,Abstract Strategy;Science Fiction,Area Movement,
bg6634,Zombie Rampage,1990,2.5,,2,45  Min,10+,2.00/5,Horror;Zombies,Area Movement,
bg6635,Attack in the Asteroids,1990,6.0,,2,60  Min,12+,2.00/5,Science Fiction,Hex-and-Counter,Asteroids
bg6636,Zombie Nation,1990,4.4,,2,45  Min,10+,2.00/5,Horror;Zombies,Area Movement,
bg6637,Mafia,1981,5.5,,3-5,90  Min,10+,1.50/5,Mafia,Roll / Spin and Move,
bg6638,Ironman Football,1995,6.0,8867,2-8,180  Min,10+,2.20/5,Sports,,Sports: American Football / Gridiron
bg6639,Abraxas,1993,4.8,,2,20  Min,10+,1.00/5,Abstract Strategy,Pattern Building,Admin: Better Description Needed!
bg6640,Little Big Horn: Custer's Last Stand,1976,6.6,,1-2,120  Min,12+,0.00/5,American Indian Wars;Wargame,Hex-and-Counter,
bg6641,Battle Dome,1994,6.4,6096,2-4,10  Min,8+,1.00/5,Action / Dexterity;Children's Game,,3D Games;Marble Games;Pokémon
bg6642,Zombies!!! 3:  Mall Walkers,2003,6.1,,2-6,60-120  Min,16+,1.68/5,Expansion for Base-game;Fighting;Horror;Zombies,Modular Board;Roll / Spin and Move;Tile Placement,Zombies!!!
bg6643,Goosebumps: Shrieks and Spiders Game,1995,4.0,,2-4,20  Min,7+,1.00/5,Action / Dexterity;Card Game;Children's Game;Novel-based,,Animals: Spiders;Goosebumps
bg6644,I Ching la voie du Ta Tchouan,2003,5.6,,2,20  Min,10+,0.00/5,Abstract Strategy;Territory Building,Pattern Building,
bg6645,Nobody but Us Chickens,2003,6.2,3219,3-6,20  Min,8+,1.19/5,Animals;Bluffing;Humor,Hand Management;Simultaneous Action Selection,Animals: Chickens;Animals: Dogs;Animals: Foxes
bg6646,Discovery,2002,5.9,7050,2,90  Min,12+,1.77/5,Deduction;Exploration,Area Movement;Simulation,
bg6647,Laser Attack,1978,5.8,9723,2-4,20  Min,7+,1.17/5,Children's Game;Electronic;Science Fiction,Pick-up and Deliver;Point to Point Movement;Roll / Spin and Move,Aliens
bg6648,Kippit,1999,6.0,6748,2,30  Min,5+,1.00/5,Action / Dexterity,,
bg6649,Tablut,1700,6.5,5834,2,45  Min,8+,2.73/5,Abstract Strategy;Medieval;Science Fiction,Grid Movement;Point to Point Movement,Cities: Oldenburg;Combinatorial;Tafl
bg6650,Star Wars: Escape the Death Star Action Figure Game,1998,4.6,11859,2-4,20  Min,6+,1.20/5,Dice;Miniatures;Movies / TV / Radio theme;Science Fiction,Dice Rolling;Roll / Spin and Move;Secret Unit Deployment;Simultaneous Action Selection;Tile Placement,Star Wars
bg6651,Nix,1972,4.0,,2-4,60  Min,10+,0.00/5,Card Game,Set Collection,
bg6652,Waterloo,1981,6.3,9261,2-3,240  Min,12+,2.40/5,Napoleonic;Wargame,Hex-and-Counter,
bg6653,Austerlitz,1981,6.3,8944,2-3,360  Min,12+,2.75/5,Napoleonic;Wargame,Hex-and-Counter,
bg6654,Cheat,1995,4.9,,2-4,20  Min,,1.00/5,Bluffing;Dice,Dice Rolling,Dice cup bluffing games
bg6655,High Stakes,1974,5.9,,2-6,90  Min,12+,3.00/5,Economic;Negotiation,Betting/Wagering;Roll / Spin and Move,
bg6656,Idro,1981,6.7,,2,360  Min,12+,1.00/5,Fantasy;Wargame,Hex-and-Counter,
bg6657,Jena,1981,5.9,10012,2-4,240  Min,12+,2.80/5,Napoleonic;Wargame,Hex-and-Counter,Cities: Jena
bg6658,Overboard,1978,5.5,10127,2,15  Min,8+,1.88/5,Abstract Strategy,Point to Point Movement,Lakeside Abstract Series;Ravensburger Traveller Series
bg6659,Wohrom,1981,6.5,,2,360  Min,10+,3.00/5,Exploration;Fantasy,Hex-and-Counter,
bg6660,Triple Traveler,1993,4.0,,2,20  Min,,1.00/5,Abstract Strategy,,
bg6661,Kangaroo: The Jumping Game,1977,5.5,,2,20  Min,8+,0.00/5,Abstract Strategy,,Animals: Kangaroos
bg6662,Wheaties Sports Trivia Game,1999,0.0,,2-6,60  Min,12+,0.00/5,Sports;Trivia,Roll / Spin and Move,Promotional Board Games;Sports Trivia
bg6663,Crosswords,1987,6.3,,2-6,45  Min,,0.00/5,Trivia;Word Game,Roll / Spin and Move,
bg6664,Cloister Games,1992,4.6,,2,10  Min,,1.00/5,Abstract Strategy,Area Enclosure;Area Movement;Point to Point Movement,
bg6665,Drive,2003,6.5,2567,2-4,30  Min,8+,1.27/5,Animals;Card Game,Hand Management;Set Collection,Animals: Chickens;Ravensburger Fun For 2 Series;Rummy Games
bg6666,Knossos,2009,7.0,,2-6,90  Min,,0.00/5,Ancient;Dice;Educational;Number,Area Movement;Dice Rolling;Roll / Spin and Move,Admin: Better Description Needed!
bg6667,Duel of Ages Set 2: Intensity,2003,7.5,,2-16,120  Min,12+,2.96/5,Adventure;Civilization;Expansion for Base-game;Fantasy;Fighting,Area Movement;Dice Rolling;Modular Board;Partnerships;Simulation,Duel of Ages
bg6668,Rubik's Race,1982,5.8,6793,2,5  Min,7+,1.29/5,Puzzle;Real-time,Pattern Building,Rubik's Cube
bg6669,Duel of Ages Set 6: Field of Honor,2003,7.3,,2-16,120  Min,12+,2.93/5,Adventure;Civilization;Expansion for Base-game;Fantasy;Fighting;Wargame,Area Movement;Dice Rolling;Partnerships;Simulation,Duel of Ages
bg6670,Duel of Ages Set 3: Vast Horizons,2003,7.5,,2-16,120  Min,12+,2.89/5,Adventure;Civilization;Expansion for Base-game;Fantasy;Fighting;Wargame,Area Movement;Dice Rolling;Partnerships;Simulation,Duel of Ages
bg6671,Duel of Ages Set 4: Royal Tournament,2003,7.4,,2-16,120  Min,12+,3.00/5,Adventure;Expansion for Base-game;Fantasy;Fighting;Science Fiction,Area Control / Area Influence;Dice Rolling;Grid Movement;Modular Board;Partnerships,Duel of Ages
bg6672,Duel of Ages Set 5: Mercenary Camp,2003,7.4,,2-16,120  Min,12+,3.00/5,Adventure;Civilization;Expansion for Base-game;Fantasy;Fighting;Wargame,Area Movement;Dice Rolling;Partnerships;Simulation,Duel of Ages
bg6673,Duel of Ages Set 7: Ruins of Cany XII,2003,7.4,,2-16,120  Min,12+,2.94/5,Adventure;Civilization;Expansion for Base-game;Fantasy;Fighting;Wargame,Area Movement;Dice Rolling;Partnerships;Simulation,Duel of Ages
bg6674,Space Cobra,,5.0,,2,120  Min,12+,2.33/5,Movies / TV / Radio theme;Science Fiction,Area Movement;Role Playing,
bg6675,S.F.3.D. Original,1984,7.0,,2,120  Min,12+,2.29/5,Science Fiction;Wargame,Hex-and-Counter,
bg6676,Armored Trooper Votoms: Plotters City Woodo,,5.5,,2,90  Min,12+,3.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter,Anime & Manga
bg6677,Armored Trooper Votoms: Battling,1992,0.0,,2,120  Min,10+,0.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Role Playing,Anime & Manga
bg6678,Armored Trooper Votoms: Red Shoulder,1986,5.7,,2,90  Min,14+,3.33/5,Movies / TV / Radio theme;Science Fiction;Wargame,Hex-and-Counter;Simultaneous Action Selection,Anime & Manga
bg6679,Cube Fusion,1968,5.3,,2,15  Min,,2.00/5,Abstract Strategy,Pattern Building;Tile Placement,3D Games;n in a row
bg6680,Armored Trooper Votoms: Civil War,1986,7.0,,2,60  Min,12+,2.00/5,Movies / TV / Radio theme;Science Fiction;Wargame,Dice Rolling;Hex-and-Counter,Anime & Manga
bg6681,The Amazing Spider-Man,1984,6.0,,2,60  Min,12+,2.00/5,Comic Book / Strip,Hex-and-Counter,Comics: Marvel Universe;Superheroes
bg6682,Stop it!,2003,4.4,,2-6,10  Min,8+,1.25/5,Action / Dexterity;Card Game,,
bg6683,Crisis: 2000,1994,5.4,,2,60  Min,12+,1.83/5,Modern Warfare;Wargame,Area Movement,Gamefix / Competitive Edge
bg6684,Nihon Rettou Chinbotsu,,7.0,,2-4,60  Min,,0.00/5,Environmental,Dice Rolling;Hex-and-Counter,Country: Japan
bg6685,Kabushiki Nyuumon,,4.0,,2-4,60  Min,,0.00/5,Economic,Commodity Speculation;Roll / Spin and Move;Stock Holding,
bg6686,Spiral Zone,,0.0,,2,45  Min,12+,0.00/5,Fighting;Science Fiction,Hex-and-Counter;Modular Board,
bg6687,Crusher Joe,1983,6.0,,2,120  Min,10+,2.50/5,Fighting;Movies / TV / Radio theme;Science Fiction,Action Point Allowance System,Anime & Manga
bg6688,7 de Table,2002,7.7,,2-6,10  Min,,0.00/5,Fighting;Mythology,Modular Board,Finger Flicking Games
bg6689,Dragon Quest Dungeon,1990,7.2,,2,60  Min,10+,2.00/5,Deduction;Fantasy;Video Game Theme,Secret Unit Deployment,Dragon Quest
bg6690,Egghead,1974,6.2,,3-6,45  Min,8+,2.00/5,Card Game;Deduction,,Headband deduction games
bg6691,Dragon Quest Dungeon II,,7.0,,2,45  Min,,1.00/5,Fantasy;Video Game Theme,,Animals: Dragons;Dragon Quest
bg6692,Commando,,6.3,,2-4,45  Min,,0.00/5,Video Game Theme;World War II,Roll / Spin and Move,
bg6693,Kamen Rider Club: Matrix Taisen Game,,0.0,,2,30  Min,10+,0.00/5,Fighting;Science Fiction,Modular Board,
bg6694,Ultraman,,6.3,,2,90  Min,8+,3.00/5,Movies / TV / Radio theme;Science Fiction,Hex-and-Counter,Kaiju
bg6695,Dragon Quest Card Game: Battle Arena,,6.3,,2-6,20  Min,8+,0.00/5,Card Game;Fantasy;Video Game Theme,,Animals: Dragons;Dragon Quest
